"id","state","pellrecip_2015","pellrecip_2014","pellrecip_2013","pellrecip_2012","pellrecip_2011","pellrecip_2010","pellrecip_2009","pellrecip_2008","pellrecip_2006","pelldisburse_2015","pelldisburse_2014","pelldisburse_2013","pelldisburse_2012","pelldisburse_2011","pelldisburse_2010","pelldisburse_2009","pelldisburse_2008","pelldisburse_2006","seogrecip_2006","seogdisburse_2006","seogrecip_2007","seogdisburse_2007","seogrecip_2008","seogdisburse_2008","seogrecip_2009","seogdisburse_2009","seogrecip_2010","seogdisburse_2010","seogrecip_2011","seogdisburse_2011","seogrecip_2012","seogdisburse_2012","seogrecip_2013","seogdisburse_2013","seogrecip_2014","seogdisburse_2014","teachdisburse_2015","teachrecip_2015","teachdisburse_2014","teachrecip_2014","teachdisburse_2013","teachrecip_2013","teachdisburse_2012","teachrecip_2012","teachdisburse_2011","teachrecip_2011","teachdisburse_2010","teachrecip_2010","teachdisburse_2009","teachrecip_2009","teachdisburse_2008","teachrecip_2008","iraqrecip_2015","iraqdisburse_2015","iraqrecip_2014","iraqdisburse_2014","iraqrecip_2013","iraqdisburse_2013","iraqrecip_2012","iraqdisburse_2012","iraqrecip_2011","iraqdisburse_2011","iraqrecip_2010","iraqdisburse_2010","smartrecip_2010","smartdisburse_2010","smartrecip_2009","smartdisburse_2009","smartrecip_2008","smartdisburse_2008","smartrecip_2006","smartdisburse_2006","workrecip_2006","workdisburse_2006","workrecip_2007","workdisburse_2007","workrecip_2008","workdisburse_2008","workrecip_2009","workdisburse_2009","workrecip_2010","workdisburse_2010","workrecip_2011","workdisburse_2011","workrecip_2012","workdisburse_2012","workrecip_2013","workdisburse_2013","workrecip_2014","workdisburse_2014","fedaidperc_2014","fedaidperc_2013","fedaidperc_2012","fedaidperc_2011","fedaidperc_2010","fedaidperc_2008","fedaidperc_2007","fedaidperc_2006","avepell_2014","avepell_2013","avepell_2012","avepell_2011","avepell_2010","avepell_2008","avepell_2007","avepell_2006","percpell_2014","percpell_2013","percpell_2012","percpell_2011","percpell_2010","percpell_2008","percpell_2007","percpell_2006","statelocalaidperc_2014","avestatelocalaid_2014","statelocalaidperc_2013","avestatelocalaid_2013","statelocalaidperc_2012","avestatelocalaid_2012","statelocalaidperc_2011","avestatelocalaid_2011","statelocalaidperc_2010","avestatelocalaid_2010","statelocalaidperc_2008","avestatelocalaid_2008","statelocalaidperc_2007","avestatelocalaid_2007","statelocalaidperc_2006","avestatelocalaid_2006","acgrecip_2009","acgdisburse_2009","acgrecip_2008","acgdisburse_2008","acgrecip_2006","acgdisburse_2006","anyaidperc_2014","anyaidperc_2013","anyaidperc_2012","anyaidperc_2011","anyaidperc_2010","anyaidperc_2008","anyaidperc_2007","anyaidperc_2006","avefedaid_2014","avefedaid_2013","avefedaid_2012","avefedaid_2011","avefedaid_2010","avefedaid_2008","avefedaid_2007","avefedaid_2006","aveinstaid_2014","aveinstaid_2013","aveinstaid_2012","aveinstaid_2011","aveinstaid_2010","aveinstaid_2008","aveinstaid_2007","aveinstaid_2006","instaidperc_2014","instaidperc_2013","instaidperc_2012","instaidperc_2011","instaidperc_2010","instaidperc_2008","instaidperc_2007","instaidperc_2006","avetotaid_2014","avetotaid_2013","avetotaid_2012","avetotaid_2011","avetotaid_2010","avetotaid_2008","avetotaid_2007","avetotaid_2006"
"11","GA",60778,68061,78126,84409,92012,153976,131515,206495,158962,80395514.41,90205123.91,106541848.76,114499015.66,125019166.73,219162628.48,170579319.47,526438617.82,337998059.76,39283,30781281,39723,28971608,12844339,16930305,8708823,17542314,37654,24032368,39577,22789331,40406,25011364,40589,23406984,NA,NA,277404.96,178,328684.48,210,369451.75,228,288880,192,415833,277,1256695.78,3363,1415016,766,1995815,672,1,1794,0,0,1,5238.56,0,0,0,0,500,788970,982123,653,651848,430,4540645.5,1468,3967989,1216,13400,20799206,13558,21739566,12781,21891148,13282,24181901,14006,25221577,13480,25024546,13489,25838008,13236,24259644,NA,NA,0.44927455975191,0.535588133747643,0.533662135610891,0.566367520776581,0.565711704736095,0.44927455975191,0.44927455975191,0.44927455975191,1613.64823070107,2387.80951053037,2359.07241669674,2481.29697028361,2544.05159375403,1613.64823070107,1613.64823070107,1613.64823070107,0.441078746262045,0.533516585663825,0.531884464760683,0.563034971030325,0.561453090721383,0.441078746262045,0.441078746262045,0.441078746262045,0.458065677262155,1708.24699579134,0.510556927734842,2032.60214325552,0.479877567932422,1857.44058168598,0.433231467013289,1731.67422597729,0.485494902568073,2227.69934185056,0.458065677262155,1708.24699579134,0.458065677262155,1708.24699579134,0.458065677262155,1708.24699579134,2943,1141884.27,14323,10721711.75,9554,7391375.41,0.782395614132241,0.843558282208589,0.826282796690592,0.818120220694996,0.842508710801394,0.782395614132241,0.782395614132241,0.782395614132241,1763.9610837302,2461.09450774175,2433.47415694294,2555.10729150822,2750.06953155246,1763.9610837302,1763.9610837302,1763.9610837302,1225.34847436039,2020.23748439699,1835.93014956494,1802.40955791861,1581.5255387792,1225.34847436039,1225.34847436039,1225.34847436039,0.15030734300587,0.198350729025576,0.1813224267212,0.18387101234841,0.171196283391405,0.15030734300587,0.15030734300587,0.15030734300587,4697.55655388194,6513.93413539426,6126.84488819386,6089.19107540412,6559.29441218222,4697.55655388194,4697.55655388194,4697.55655388194
"12","HI",1296,1226,1430,1586,1661,3229,2595,12500,10638,2440738.35,2101750.33,2368913.58,2584795.57,2600445.3,5037610.57,3952263.31,36989445.57,26625602.43,2895,2329980,2558,2309283,3975570,1489366,1955021,1492942,2302,2248651,2169,2114001,2492,2471437,2510,2539833,NA,NA,16940,14,1982,2,7663,11,9790,5,8000,4,58900,80,27000,10,14000,5,0,0,0,0,0,0,0,0,0,0,15,24750,75333,30,23983.58,19,430723,140,716723.5,221,931,1573767,799,1390157,937,1769429,953,1852320,1053,2067272,1004,2045213,942,1791210,958,1893757,NA,NA,0.315737543167242,0.425534544555679,0.436163638610802,0.445944287642656,0.444418248261228,0.315737543167242,0.315737543167242,0.315737543167242,1031.1883325111,1807.95130391793,1813.98591027067,1807.63112038287,1757.56383354945,1031.1883325111,1031.1883325111,1031.1883325111,0.307597434632462,0.425287356321839,0.435051291558522,0.437967848815806,0.433337262760816,0.307597434632462,0.307597434632462,0.307597434632462,0.0415638875185002,100.322767636902,0.0406624644666914,106.665307131381,0.0332468174514893,66.1690767519466,0.0517854951527795,109.012026015462,0.0407874572674761,67.3846516562537,0.0415638875185002,100.322767636902,0.0415638875185002,100.322767636902,0.0415638875185002,100.322767636902,40,22289.2,737,573445.65,336,230317,0.511716822890972,0.663947596094426,0.660857743171425,0.665480427046263,0.617706000235766,0.511716822890972,0.511716822890972,0.511716822890972,1133.60360138135,1863.54628599679,1881.3185020393,1898.94502392932,1867.87917010492,1133.60360138135,1133.60360138135,1133.60360138135,1027.87160828811,2028.21085156347,1635.29773822766,1634.50300650387,1218.84144760108,1027.87160828811,1027.87160828811,1027.87160828811,0.30846077947706,0.461871214930169,0.414163885799036,0.444471714320776,0.363432747848638,0.30846077947706,0.30846077947706,0.30846077947706,2261.79797730636,3998.42244469163,3582.78531701891,3642.46005644864,3154.10526936225,2261.79797730636,2261.79797730636,2261.79797730636
"13","IA",26302,32474,35549,38164,37748,100294,89439,139199,86194,36826933.25,46805532.29,51037621.53,56473980.9,51179982.61,191368559.36,145258022.56,373438342.7,193060055.65,26685,16139702,26329,15380309,18364068,11772685,12835371,13550846,38032,19084269,44361,20933630,35392,15458891,39679,15183892,NA,NA,341433.5,286,327763.29,325,384626.41,330,327196.5,312,371639,297,353763.5,582,354372,213,2384422.58,693,0,0,0,0,0,0,0,0,0,0,278,404726,320994,237,451011,379,2513094,799,2698114.92,807,14992,16892730,14998,17868172,14585,17210946,15751,20247576,15256,19790680,15260,19113921,14757,18758101,15375,18319553,NA,NA,0.331281587937996,0.370434481564826,0.388705070557959,0.404774867969728,0.426036432160804,0.331281587937996,0.331281587937996,0.331281587937996,991.046305446537,1490.1919969996,1533.10777410141,1576.04695922034,1759.32652847571,991.046305446537,991.046305446537,991.046305446537,0.303498320015812,0.363135422076049,0.380701903226719,0.393667991506506,0.415174832495812,0.303498320015812,0.303498320015812,0.303498320015812,0.143518649236242,477.65866674196,0.117621602908084,391.016357971265,0.112157461610249,381.342043494245,0.104263080524854,321.745140741547,0.105998743718593,337.546691792295,0.143518649236242,477.65866674196,0.143518649236242,477.65866674196,0.143518649236242,477.65866674196,518,321004.75,5808,4734497.51,4285,3598557.68,0.706863935398255,0.77834516184871,0.763439947965272,0.747835792453857,0.744870184254606,0.706863935398255,0.706863935398255,0.706863935398255,1218.87957760398,1609.06543188506,1650.31022878312,1701.57366472478,1999.26217022613,1218.87957760398,1218.87957760398,1218.87957760398,3859.94595815569,5675.25716923432,5090.8218941772,4708.62813742037,4149.43977701005,3859.94595815569,3859.94595815569,3859.94595815569,0.506677584210972,0.581472505914258,0.541019767540511,0.511379103827517,0.488876675041876,0.506677584210972,0.506677584210972,0.506677584210972,5556.48420250162,7675.33895909065,7122.47416645457,6731.9469428867,6486.24863902848,5556.48420250162,5556.48420250162,5556.48420250162
"14","ID",11092,10549,10572,11861,10786,15930,13193,30259,29108,20074352.03,19876669.51,20220783.31,22259437.32,19662742.78,30386908.19,24466831.32,92005205.13,74702696.09,5929,2690680,6162,2768833,3723642,1918977,3215726,1871010,6747,2571640,5162,2486198,5753,2630731,6344,2935411,NA,NA,51882,37,56590.65,42,72181.45,51,84556,60,67830,51,574201.25,1111,26283,25,421658,124,0,0,1,1992,0,0,0,0,1,2082,43,70826,1174778.34,576,931130,472,3307960,1071,3592053,1076,2112,2725216,2012,2523958,2030,2556370,2089,2858575,2010,2682258,1906,2569641,1985,2663278,1895,2635779,NA,NA,0.36834008097166,0.468945868945869,0.480122324159021,0.49941348973607,0.507130988645805,0.36834008097166,0.36834008097166,0.36834008097166,1162.24356275304,1953.73292633293,1956.41448497054,2050.10806451613,2165.32581002492,1162.24356275304,1162.24356275304,1162.24356275304,0.347692307692308,0.468050468050468,0.477884687103752,0.493548387096774,0.501246192190529,0.347692307692308,0.347692307692308,0.347692307692308,0.359676113360324,230.653765182186,0.346113146113146,226.648433048433,0.333706272842545,201.113522786604,0.325953079178886,201.91348973607,0.298116865134312,156.486014954306,0.359676113360324,230.653765182186,0.359676113360324,230.653765182186,0.359676113360324,230.653765182186,910,539581,2653,1991690.44,1894,1476829.06,0.73004048582996,0.777777777777778,0.77892145893936,0.763636363636364,0.747438382719468,0.73004048582996,0.73004048582996,0.73004048582996,1320.71198380567,2000.14847374847,2005.10218542552,2099.742228739,2303.00477707006,1320.71198380567,1320.71198380567,1320.71198380567,1512.39611336032,2063.92820512821,1915.67561721489,1516.71444281525,1336.04950152312,1512.39611336032,1512.39611336032,1512.39611336032,0.396032388663968,0.42043142043142,0.429999254120982,0.354838709677419,0.310648019939075,0.396032388663968,0.396032388663968,0.396032388663968,3063.76186234818,4290.72511192511,4121.89132542702,3818.37016129032,3795.54029354749,3063.76186234818,3063.76186234818,3063.76186234818
"15","IL",47894,56180,71311,91796,76901,115402,102534,266074,226442,65412189.71,75712783.73,93593689.42,126346784.45,110391001.35,191141156.66,166185900.69,740745701.32,519889003.53,47693,51971743,51124,52807336,49248902,40867284,46617748,40922318,57919,55269293,55044,48059974,59535,49939558,57495,45486007,NA,NA,359193.55,295,588017.42,391,467444.4,278,479710,303,491610,332,1900891.26,4282,593247.5,314,1104124,334,0,0,0,0,0,0,0,0,0,0,426,737443.5,1733817.2,1055,2095504,1151,10437991.37,3284,9973995.49,2986,31485,54816482,31724,58813324,31427,62137633,34984,68844439,33836,64515743,32647,63312021,32705,62524346,29935,56941247,NA,NA,0.387297449932664,0.47828512787813,0.484804856220086,0.499098786494328,0.492511310309945,0.387297449932664,0.387297449932664,0.387297449932664,1277.39229332291,2090.81384690492,2022.15631931204,2092.69246932501,2048.85514373226,1277.39229332291,1277.39229332291,1277.39229332291,0.378244059255398,0.475057039524156,0.479804661659987,0.493971026226759,0.487125448431543,0.378244059255398,0.378244059255398,0.378244059255398,0.220730700725488,818.378348320952,0.256104972650918,910.039125626438,0.246818942371299,857.745233277559,0.25813260850707,897.433507792846,0.247993181030526,901.537415348301,0.220730700725488,818.378348320952,0.220730700725488,818.378348320952,0.220730700725488,818.378348320952,5172,2498752.69,14865,11620260.56,9196,7448577.51,0.612719927016812,0.730115872430731,0.714317677730651,0.718368369815613,0.690795327881904,0.612719927016812,0.612719927016812,0.612719927016812,1494.65990703332,2183.4104255298,2112.01968948208,2194.4836962284,2274.55919296372,1494.65990703332,1494.65990703332,1494.65990703332,2487.7302141709,4603.09104404746,4055.380861123,3634.17241611967,3272.85161248021,2487.7302141709,2487.7302141709,2487.7302141709,0.321152091750293,0.438591597007044,0.404694735203704,0.37348793723313,0.352703702662957,0.321152091750293,0.321152091750293,0.321152091750293,4800.76846952517,7696.5405952037,7025.14578388264,6726.08962014092,6448.94822079224,4800.76846952517,4800.76846952517,4800.76846952517
"16","IN",42091,44685,51731,60487,69694,109910,75667,176966,110095,64284388.58,61884199.05,71652423.62,93321045.9,109545904.88,172260755.59,112956649.73,480442580.63,251529582.05,33804,23606125,35966,24545890,27344357,15854872,23330359,16300471,46885,24492150,47816,24101474,64178,27995142,55370,24337240,NA,NA,30839,19,34004.1,15,19045.3,13,16956,11,55233,29,1851578.12,2988,155667,82,202000,52,0,0,0,0,0,0,0,0,0,0,97,175143,4738265,2110,2360913.87,1155,5474013.78,1877,3718091,1176,15482,19484503,14809,19171978,14383,20382876,16689,25790386,17124,28964716,15073,23360060,15767,24213784,15773,26076640,NA,NA,0.296976464524996,0.425241220821331,0.420448009203042,0.447951521132407,0.422567266841999,0.296976464524996,0.296976464524996,0.296976464524996,979.46165607284,1837.23437377029,1774.29357065252,1833.48654649746,1734.33958796952,979.46165607284,979.46165607284,979.46165607284,0.284916680982649,0.422958870472683,0.417955518629769,0.445684856521672,0.414306426596534,0.284916680982649,0.284916680982649,0.284916680982649,0.238773406631163,1080.227761553,0.239788449733201,1108.56007303521,0.231482073240877,991.482920048572,0.247868255901809,970.149877415077,0.239614943691415,981.557202103985,0.238773406631163,1080.227761553,0.238773406631163,1080.227761553,0.238773406631163,1080.227761553,2528,1361722.72,13407,10049798.41,8499,6647858.65,0.631626868235698,0.707922116761896,0.69676295775548,0.697793471389142,0.686458965540495,0.631626868235698,0.631626868235698,0.631626868235698,1288.80833190174,1926.74876831783,1882.63537738864,1939.28103557276,2035.80699979769,1288.80833190174,1288.80833190174,1288.80833190174,3547.37835423467,4670.88364735326,4459.85323065124,3904.72241839236,3992.69895137905,3547.37835423467,3547.37835423467,3547.37835423467,0.421937811372616,0.446223103681667,0.430641656547581,0.402772423789185,0.430136893924068,0.421937811372616,0.421937811372616,0.421937811372616,5916.4144476894,7706.1924887063,7333.97152808845,6814.1533313802,7010.06315328073,5916.4144476894,5916.4144476894,5916.4144476894
"17","KS",10369,13156,14203,15798,14429,21979,18036,51341,49854,16384421.77,20773285.86,22942881.45,25958680.57,22079654.02,34319861.81,26215168.91,144813652.64,116282252.68,14128,7344948,15504,7902213,14628987,5758640,11072232,5412204,15325,6938020,15306,6831200,16397,6992624,13886,6897971,NA,NA,174628.99,146,214144.92,176,272487,194,122233,105,133296.32,110,232047.25,460,106436,78,679218.5,227,0,0,0,0,1,2540,0,0,0,0,90,107993.01,89206,67,76000,46,1806193,570,2132485,684,6831,8493520,6670,8934330,6258,8907578,6824,10110444,6316,9359324,6168,9149024,6293,9230844,6151,9009734,NA,NA,0.323671668137688,0.464851251377302,0.462487517314693,0.472026251025431,0.47837117441151,0.323671668137688,0.323671668137688,0.323671668137688,1060.63904677846,1916.06041240359,1863.50194890958,1860.37328958162,1913.7676868236,1060.63904677846,1060.63904677846,1060.63904677846,0.317634598411297,0.457673540059814,0.456270334697033,0.462707136997539,0.47005363049552,0.317634598411297,0.317634598411297,0.317634598411297,0.108808473080318,175.237246248897,0.0978435384857548,165.208751770817,0.0970267048932126,167.421866443321,0.100508613617719,165.052502050861,0.100388580237002,159.182761167668,0.108808473080318,175.237246248897,0.108808473080318,175.237246248897,0.108808473080318,175.237246248897,369,194859.62,3838,3034835,3017,2472348.33,0.693980582524272,0.807933259877223,0.797828818091035,0.788974569319114,0.783840200391792,0.693980582524272,0.693980582524272,0.693980582524272,1185.31763459841,1981.4792381552,1927.69626002642,1924.05637407711,2049.61408523074,1185.31763459841,1185.31763459841,1185.31763459841,1998.78238305384,2720.44580513143,2479.09051960184,2334.7281050041,2151.28058062237,1998.78238305384,1998.78238305384,1998.78238305384,0.521871138570168,0.582937195025972,0.532744902232387,0.524725184577523,0.513439737949196,0.521871138570168,0.521871138570168,0.521871138570168,3359.33726390115,4867.13379505745,4574.20864607158,4423.83698113208,4360.07742702078,3359.33726390115,3359.33726390115,3359.33726390115
"18","KY",13955,15055,17658,20572,20928,33621,28602,88582,81233,20811887.63,22626782.03,25164865.4,31646183.97,30314852.39,52910211.57,43297844.11,260400865.12,200775465.9,19865,11579523,20022,11906575,9994277,8501801,8435149,8763258,23726,12284630,21833,12654888,22299,13236332,18776,11338786,NA,NA,218548.86,145,114606.53,89,165352.1,109,120943,80,328990.84,186,622242.8,1280,298775,185,904822.09,284,0,0,0,0,0,0,0,0,0,0,162,286502,295535,171,260081,101,2356881.86,761,2723227,815,10635,20848062,10407,21561122,10417,22490898,10848,26875739,11328,28963733,10912,28702713,11063,29360413,10606,28736431,NA,NA,0.42486935548707,0.499847734005149,0.51343340403546,0.534807602387436,0.541796382535313,0.42486935548707,0.42486935548707,0.42486935548707,1519.87541203269,2144.76515046649,2172.20022298363,2253.76221910499,2271.83152803149,1519.87541203269,1519.87541203269,1519.87541203269,0.41945598284872,0.498186650424961,0.510986022733453,0.529196578375554,0.538014253737103,0.41945598284872,0.41945598284872,0.41945598284872,0.620849524319979,1393.25659922283,0.637219346086764,1614.28972066111,0.628052428346114,1514.80192527329,0.632697967379047,1519.47754215144,0.594668999408238,1355.39184912651,0.620849524319979,1393.25659922283,0.620849524319979,1393.25659922283,0.620849524319979,1393.25659922283,752,372336,7977,5915202.66,5309,4095381.39,0.876966367412569,0.913346806566817,0.916598683852722,0.918475121709712,0.888748810044511,0.876966367412569,0.876966367412569,0.876966367412569,1720.77312072893,2222.62415215526,2252.7844944798,2345.76150397448,2481.00437389045,1720.77312072893,1720.77312072893,1720.77312072893,2727.67551922819,4160.94172365106,3762.88584325882,3408.89625106582,2860.14153394911,2727.67551922819,2727.67551922819,2727.67551922819,0.399464022511055,0.463912959220398,0.446701473867406,0.421184366146822,0.360125556384594,0.399464022511055,0.399464022511055,0.399464022511055,5841.70523917995,7997.85559646743,7530.47226301191,7274.13529719174,6696.53775696606,5841.70523917995,5841.70523917995,5841.70523917995
"19","LA",14215,15172,15831,16525,19402,35277,32924,83348,85165,24158696.76,24590580.96,25876098.08,26285341.76,30208241.91,54827308.76,48918468.19,255321767.55,221011442.52,22819,22147433,18045,12395203,11740126,9826155,13690398,8231866,15171,9240536,17293,9067872,15785,8634311,13901,8150826,NA,NA,180598,132,180007.7,124,208671.25,131,195025,128,218257,150,868855.06,1883,358589,225,657297.28,252,0,0,0,0,0,0,0,0,0,0,143,219361,415992,245,266522,134,2018570,664,3040635,938,8733,11167290,7760,10886302,7680,11798140,8798,13904732,8489,14222433,7836,13312266,7555,12542239,7498,12249896,NA,NA,0.442058816279242,0.542669534181386,0.509091335663843,0.527544265524429,0.532223977219639,0.442058816279242,0.442058816279242,0.442058816279242,1440.79752015185,2375.95852017937,2184.17793210239,2197.8156309412,2208.08992013526,1440.79752015185,1440.79752015185,1440.79752015185,0.430497695170952,0.533632286995516,0.502334420383361,0.520420551114369,0.521612422415519,0.430497695170952,0.430497695170952,0.430497695170952,0.436142677545788,1301.7398377992,0.434085293310149,1798.45316646838,0.455646012716139,1618.81334021538,0.458414458162494,1409.08427056371,0.443126960468065,1239.73780338591,0.436142677545788,1301.7398377992,0.436142677545788,1301.7398377992,0.436142677545788,1301.7398377992,1743,868981.05,7185,5340170.33,6461,4863832.38,0.784800453570636,0.853802507550105,0.83105365647655,0.824403875667132,0.820048497252564,0.784800453570636,0.784800453570636,0.784800453570636,1631.76808736165,2429.92594033129,2249.77777256411,2267.71933481458,2410.70752597273,1631.76808736165,1631.76808736165,1631.76808736165,1971.93085512855,2221.25004575821,2223.40895760505,2006.31910117507,1964.97486151587,1971.93085512855,1971.93085512855,1971.93085512855,0.298888258929672,0.298846893017297,0.298993501161345,0.288773850699773,0.287735534248404,0.298888258929672,0.298888258929672,0.298888258929672,4905.4387802894,6449.62915255788,6092.00007038453,5683.12270655336,5615.42019087451,4905.4387802894,4905.4387802894,4905.4387802894
"20","MA",17510,18397,20065,20700,21291,27259,25711,90350,77870,25293172.46,25851741.33,29038277.51,31719495.25,31574542.48,43523885.04,43559775.01,264301724.47,185291337.11,39281,45485922,41400,44578595,62256218,29308441,54314401,29023376,45059,43468676,45061,41709680,45514,41178548,44699,40008674,NA,NA,222979,131,177022,114,242624.5,155,199852,114,477289,271,638495.75,970,281500,121,812000,237,0,0,0,0,0,0,0,0,0,0,439,899095,644500,270,544672,241,5176092,1556,4775424,1330,37097,53164011,36926,55222175,37158,57220185,40706,61828819,40872,59938934,41927,58671896,39700,57009696,38774,56113784,NA,NA,0.310611524209793,0.362143463047397,0.359156135935379,0.369101370004386,0.378987926403775,0.310611524209793,0.310611524209793,0.310611524209793,1040.2788416105,1518.97404835118,1478.95988878494,1479.17335328569,1537.77084013153,1040.2788416105,1040.2788416105,1040.2788416105,0.294297580264107,0.359956526349274,0.357232273452015,0.362019143940762,0.374218730389819,0.294297580264107,0.294297580264107,0.294297580264107,0.245281141976076,483.524271965383,0.280617113773725,459.638466228396,0.265677502668371,462.39574905454,0.267331458499961,437.354008101344,0.269509776851829,408.838437209769,0.245281141976076,483.524271965383,0.245281141976076,483.524271965383,0.245281141976076,483.524271965383,1259,723726,11090,9351635.42,8461,7202591.2,0.643207082639079,0.71575124589121,0.715887678056108,0.705965066178178,0.703305805868621,0.643207082639079,0.643207082639079,0.643207082639079,1299.18880405859,1659.26933782208,1631.21679031217,1640.28986815965,1800.26865634178,1299.18880405859,1299.18880405859,1299.18880405859,5614.38856283107,8527.35666949422,7956.87053459658,7310.96003508862,6893.59417907076,5614.38856283107,5614.38856283107,5614.38856283107,0.409489940563527,0.500516912310465,0.49779282900025,0.483539306999665,0.466891739250483,0.409489940563527,0.409489940563527,0.409489940563527,7397.10163885504,10646.2644735447,10050.4830739633,9388.60391134962,9102.70127262231,7397.10163885504,7397.10163885504,7397.10163885504
"21","MD",20192,21668,22335,25655,26066,32440,33813,80845,67889,27681418.36,28752039.32,31243939.35,38556790.63,37997340.14,50442156.34,53897559.02,222811593.59,154858470.33,21561,15224055,20749,14858935,12036792,10546181,10310216,10628388,23740,14855163,22904,13800438,22682,14054643,21251,13729537,NA,NA,34589,19,22378.2,16,41278.85,26,51352,27,29000,13,614604.25,983,98500,46,171090,54,0,0,0,0,0,0,0,0,0,0,24,35360,582000,275,427400,187,2270813.45,682,1972145,569,8427,14752318,8361,14301409,8567,15438898,8971,17023542,8655,16800643,8317,15861429,8294,15613026,8115,15130272,NA,NA,0.37067589694696,0.434526345689533,0.42483053208283,0.46323545730963,0.457897656950194,0.37067589694696,0.37067589694696,0.37067589694696,1307.82711878459,1826.63089996686,1737.37970099359,1891.68755132388,1912.67476846912,1307.82711878459,1307.82711878459,1307.82711878459,0.363877546790474,0.432277612081617,0.419096480638871,0.455556295359212,0.451133114250352,0.363877546790474,0.363877546790474,0.363877546790474,0.175098969884138,464.814475511431,0.182218434881409,501.100033139232,0.139845853839725,371.623920512582,0.13700423907495,361.567858490357,0.159596261363151,387.218770005548,0.175098969884138,464.814475511431,0.175098969884138,464.814475511431,0.175098969884138,464.814475511431,835,392133.75,5246,4099714.5,3389,2750256,0.593446224635729,0.662382237371586,0.645649549633206,0.672326164635906,0.656992872690026,0.593446224635729,0.593446224635729,0.593446224635729,1454.06787986818,1904.61643705913,1813.63480824589,1967.65816632266,2073.78884810721,1454.06787986818,1454.06787986818,1454.06787986818,2025.32986506933,3362.76054537708,3160.49663385644,2850.22402734314,2498.77433741624,2025.32986506933,2025.32986506933,2025.32986506933,0.282255891558024,0.346589026179993,0.325981985328257,0.314091040237921,0.291899620161325,0.282255891558024,0.282255891558024,0.282255891558024,3944.21222044894,5768.47701557544,5345.75536261491,5179.45005215616,4959.781955529,3944.21222044894,3944.21222044894,3944.21222044894
"22","ME",2304,2724,3215,3343,3371,4515,4133,20773,19202,3386699.4,4258072.06,4982612.61,5290244.75,5221799.53,6638369.47,6300614.54,60499046.01,46758996.6,10487,9350369,10874,8869974,5934924,6873355,5620256,6955205,11567,8902263,12403,8653262,12399,8883089,10658,8771396,NA,NA,1854,1,0,0,0,0,0,0,0,0,33754,91,8001,4,0,0,0,0,0,0,1,5238.56,0,0,0,0,4,5000,113000,46,106882,59,756889,231,786557,224,6646,9854512,6615,10333509,7016,10560570,6855,10410970,7105,10789840,7184,11100288,7012,10751908,7192,10913994,NA,NA,0.384915157911829,0.469951410791919,0.460737109340804,0.512477489066118,0.49843621399177,0.384915157911829,0.384915157911829,0.384915157911829,1239.51538523991,1881.01738982184,1854.03028976626,1950.77257525084,1880.40205761317,1239.51538523991,1239.51538523991,1239.51538523991,0.352683283267029,0.464836757309692,0.454871749978114,0.47808935768802,0.46477366255144,0.352683283267029,0.352683283267029,0.352683283267029,0.280587805472112,361.986522692214,0.27065041343449,282.222316938027,0.295456535060842,323.343867635472,0.282737329560072,312.711688534431,0.287818930041152,338.617201646091,0.280587805472112,361.986522692214,0.280587805472112,361.986522692214,0.280587805472112,361.986522692214,245,141940,2590,1983567.59,1692,1371520,0.658033612080864,0.777171596624329,0.751991595903003,0.748820855844267,0.718189300411523,0.658033612080864,0.658033612080864,0.658033612080864,1543.55362507104,2100.12854829085,2078.56832705944,2208.83920761513,2242.47884773663,1543.55362507104,1543.55362507104,1543.55362507104,3576.22010229764,5810.52058648027,5109.26341591526,4721.14406997685,4269.94781893004,3576.22010229764,3576.22010229764,3576.22010229764,0.419745067792482,0.534822265791493,0.495316466777554,0.476288482977446,0.45761316872428,0.419745067792482,0.419745067792482,0.419745067792482,5481.76025006089,8192.87145170915,7511.17561061017,7242.6949661264,6851.04386831276,5481.76025006089,5481.76025006089,5481.76025006089
