"id","state","pellrecip_2015","pellrecip_2014","pellrecip_2013","pellrecip_2012","pellrecip_2011","pellrecip_2010","pellrecip_2009","pellrecip_2008","pellrecip_2006","pelldisburse_2015","pelldisburse_2014","pelldisburse_2013","pelldisburse_2012","pelldisburse_2011","pelldisburse_2010","pelldisburse_2009","pelldisburse_2008","pelldisburse_2006","seogrecip_2006","seogdisburse_2006","seogrecip_2007","seogdisburse_2007","seogrecip_2008","seogdisburse_2008","seogrecip_2009","seogdisburse_2009","seogrecip_2010","seogdisburse_2010","seogrecip_2011","seogdisburse_2011","seogrecip_2012","seogdisburse_2012","seogrecip_2013","seogdisburse_2013","seogrecip_2014","seogdisburse_2014","teachdisburse_2015","teachrecip_2015","teachdisburse_2014","teachrecip_2014","teachdisburse_2013","teachrecip_2013","teachdisburse_2012","teachrecip_2012","teachdisburse_2011","teachrecip_2011","teachdisburse_2010","teachrecip_2010","teachdisburse_2009","teachrecip_2009","teachdisburse_2008","teachrecip_2008","iraqrecip_2015","iraqdisburse_2015","iraqrecip_2014","iraqdisburse_2014","iraqrecip_2013","iraqdisburse_2013","iraqrecip_2012","iraqdisburse_2012","iraqrecip_2011","iraqdisburse_2011","iraqrecip_2010","iraqdisburse_2010","smartrecip_2010","smartdisburse_2010","smartrecip_2009","smartdisburse_2009","smartrecip_2008","smartdisburse_2008","smartrecip_2006","smartdisburse_2006","workrecip_2006","workdisburse_2006","workrecip_2007","workdisburse_2007","workrecip_2008","workdisburse_2008","workrecip_2009","workdisburse_2009","workrecip_2010","workdisburse_2010","workrecip_2011","workdisburse_2011","workrecip_2012","workdisburse_2012","workrecip_2013","workdisburse_2013","workrecip_2014","workdisburse_2014","fedaidperc_2014","fedaidperc_2013","fedaidperc_2012","fedaidperc_2011","fedaidperc_2010","fedaidperc_2008","fedaidperc_2007","fedaidperc_2006","avepell_2014","avepell_2013","avepell_2012","avepell_2011","avepell_2010","avepell_2008","avepell_2007","avepell_2006","percpell_2014","percpell_2013","percpell_2012","percpell_2011","percpell_2010","percpell_2008","percpell_2007","percpell_2006","statelocalaidperc_2014","avestatelocalaid_2014","statelocalaidperc_2013","avestatelocalaid_2013","statelocalaidperc_2012","avestatelocalaid_2012","statelocalaidperc_2011","avestatelocalaid_2011","statelocalaidperc_2010","avestatelocalaid_2010","statelocalaidperc_2008","avestatelocalaid_2008","statelocalaidperc_2007","avestatelocalaid_2007","statelocalaidperc_2006","avestatelocalaid_2006","acgrecip_2009","acgdisburse_2009","acgrecip_2008","acgdisburse_2008","acgrecip_2006","acgdisburse_2006","anyaidperc_2014","anyaidperc_2013","anyaidperc_2012","anyaidperc_2011","anyaidperc_2010","anyaidperc_2008","anyaidperc_2007","anyaidperc_2006","avefedaid_2014","avefedaid_2013","avefedaid_2012","avefedaid_2011","avefedaid_2010","avefedaid_2008","avefedaid_2007","avefedaid_2006","aveinstaid_2014","aveinstaid_2013","aveinstaid_2012","aveinstaid_2011","aveinstaid_2010","aveinstaid_2008","aveinstaid_2007","aveinstaid_2006","instaidperc_2014","instaidperc_2013","instaidperc_2012","instaidperc_2011","instaidperc_2010","instaidperc_2008","instaidperc_2007","instaidperc_2006","avetotaid_2014","avetotaid_2013","avetotaid_2012","avetotaid_2011","avetotaid_2010","avetotaid_2008","avetotaid_2007","avetotaid_2006"
"23","MI",46849,56940,65502,83291,77567,105667,103785,225572,185137,67687827.05,85480951.16,96177736.39,128178633.83,111985826.42,160991204.69,156227902.15,618985587.03,415721196.19,44419,34810839,48252,35903899,33463908,25259452,24246152,25927711,67549,34258289,63096,34861626,67318,34458834,60333,31632903,NA,NA,208673,149,192879.3,142,260987.2,199,321928,214,563354,382,562570.75,1129,536687,334,1734490,548,1,1785,2,3988.08,0,0,0,0,2,5550,308,431516,1465309,933,1695972.5,940,6861978.62,2213,6633390,2014,19448,31404702,18561,31663139,20669,33581389,25049,42848850,23372,39124753,23366,38992095,22491,37494589,21703,35710393,NA,NA,0.398471399308385,0.456284391649926,0.466362807657247,0.488859512077875,0.504858438020448,0.398471399308385,0.398471399308385,0.398471399308385,1352.23856302725,1958.30708857916,1972.50934062595,2078.57580819613,2218.06366153066,1352.23856302725,1352.23856302725,1352.23856302725,0.386500297350279,0.452179229627042,0.462558492859313,0.484677322437207,0.497898904783438,0.386500297350279,0.386500297350279,0.386500297350279,0.408537256888615,738.217230897998,0.185693073630885,336.395330846113,0.171121239744758,319.533746581586,0.161398870328086,282.475892320635,0.161646464535057,294.073466641667,0.408537256888615,738.217230897998,0.408537256888615,738.217230897998,0.408537256888615,738.217230897998,1228,645257.75,10459,8425942.5,6370,5299045.5,0.764850994471487,0.734537015085535,0.724983287754482,0.737795937988223,0.722699548898717,0.764850994471487,0.764850994471487,0.764850994471487,1531.50822669104,2052.50223974645,2068.24935885749,2198.99063814445,2420.69865551965,1531.50822669104,1531.50822669104,1531.50822669104,2056.75449879959,3650.40366594712,3325.76796110605,3089.31114048792,2515.78886474682,2056.75449879959,2056.75449879959,2056.75449879959,0.388802008766327,0.4913217623498,0.461318748100881,0.455894724191804,0.412663924029691,0.388802008766327,0.388802008766327,0.388802008766327,4326.47995638863,6039.30123653969,5713.55106654512,5570.77767095301,5230.56098690814,4326.47995638863,4326.47995638863,4326.47995638863
"24","MN",28735,31015,34215,38481,41850,59143,47058,100328,78658,35433937.09,38445176.44,42245291.1,45783281.99,49249686.19,78438607.62,62355807.52,269188001.14,176915663.13,22884,22673043,23272,22880049,17528939,15786518,17502224,16623374,37147,24555254,36614,24403591,34099,25014485,30128,23831203,NA,NA,437910,347,573303.52,473,421405.45,354,454294,378,441263,358,332479,807,569156,461,798716,272,0,0,0,0,0,0,0,0,0,0,429,520428,621215,454,541582,382,3255421,1068,3489519,1056,13195,20218116,14311,22562930,13976,22547815,15577,26110134,15026,24573032,15260,25761065,15077,25902718,14247,24521443,NA,NA,0.318075807661887,0.390460409515919,0.395397731210868,0.406022775577779,0.424243052675238,0.318075807661887,0.318075807661887,0.318075807661887,1032.52102050336,1582.66642206178,1578.52353117852,1605.07848401459,1677.81551223559,1032.52102050336,1032.52102050336,1032.52102050336,0.307185300857856,0.38821162267724,0.392093893676501,0.401973286797772,0.419099958523434,0.307185300857856,0.307185300857856,0.307185300857856,0.354316656188525,765.401326329879,0.370978814060836,855.81337436383,0.374234687983735,803.85232077259,0.378437031568114,729.20265342193,0.39303193695562,710.450829531315,0.354316656188525,765.401326329879,0.354316656188525,765.401326329879,0.354316656188525,765.401326329879,826,383233.5,8097,6417149.5,5580,4608849,0.665760814455779,0.716652858326429,0.706166393272185,0.708503926438016,0.739133139776027,0.665760814455779,0.665760814455779,0.665760814455779,1286.56342655499,1688.48275535566,1685.66317029781,1725.42058751147,1920.30134798839,1286.56342655499,1286.56342655499,1286.56342655499,2749.14281368513,4665.05522547047,4342.8837418848,3886.8241268989,3517.42799668187,2749.14281368513,2749.14281368513,2749.14281368513,0.39960250664179,0.446277665995976,0.42062703601876,0.406358368570598,0.386354209871423,0.39960250664179,0.39960250664179,0.39960250664179,4801.10756657,7209.35135518996,6832.3992329552,6341.44736783229,6148.18017420158,4801.10756657,4801.10756657,4801.10756657
"25","MO",21191,24406,27623,37450,32647,55500,46686,116404,105394,29181056.41,32886714.99,38314866.14,52646238.5,42660456.68,80926500.34,67430581.41,328205816.68,247898553,24743,18259439,26656,18269680,24690990,13410948,23119561,13517919,24906,16465810,24467,15919291,24919,15649738,24436,14779518,NA,NA,198200,138,187899.2,129,230731.5,149,238982,148,220466,148,763711.87,1436,257850,172,1071030,334,1,5382.3,0,0,0,0,0,0,0,0,168,245463,471627,291,775687,345,3326252.55,1084,3703161.5,1161,14730,23632985,14057,24243386,14226,25784590,15403,28244132,15374,26226828,14710,26220766,14475,25673856,13984,24877289,NA,NA,0.395268632787741,0.46021974030691,0.46545383481088,0.493818156560395,0.491572079113709,0.395268632787741,0.395268632787741,0.395268632787741,1394.22323925282,1956.82197403069,1953.42743439871,2062.41171771897,2070.88375926052,1394.22323925282,1394.22323925282,1394.22323925282,0.381790388128705,0.456061018795968,0.462575727965605,0.489858998402445,0.484554475633793,0.381790388128705,0.381790388128705,0.381790388128705,0.303642668058611,796.954886096715,0.366094615454463,648.885299191864,0.349654449517651,575.470481638744,0.347676599291519,519.608564284226,0.322147080812887,487.351763746347,0.303642668058611,796.954886096715,0.303642668058611,796.954886096715,0.303642668058611,796.954886096715,1604,968883.75,7586,5910565.24,5297,4246073.9,0.786771559598822,0.831526377917007,0.816120951551868,0.829843022851983,0.811306327737375,0.786771559598822,0.786771559598822,0.786771559598822,1586.68975802543,2029.10645600654,2037.46321530726,2138.80869278322,2271.07326853803,1586.68975802543,1586.68975802543,1586.68975802543,2962.15454308191,3816.14533732861,3489.35553502585,3133.74150864763,2897.66860939305,2962.15454308191,2962.15454308191,2962.15454308191,0.465027403899929,0.464451103241624,0.450796809209942,0.432815864416198,0.4081594508258,0.465027403899929,0.465027403899929,0.465027403899929,5345.79918720406,6494.13709252701,6102.28923197186,5792.15876571508,5656.09364167743,5345.79918720406,5345.79918720406,5345.79918720406
"26","MS",8570,8254,12421,13066,16973,33257,33100,80612,73965,15633649.9,14526537.17,24576855.82,25548292.01,35131206.72,66798165.74,59502944.32,258937248.43,199820025.38,15169,9559229,14177,9499289,12243418,8390809,11150967,8302513,14360,9055477,14114,9165190,11963,9008687,13065,8964026,NA,NA,122827,95,180282.5,146,126092.2,89,100562,80,183351,151,259947.28,504,279635,208,487644,173,1,2676.72,1,5311.71,0,0,0,0,0,0,172,210866,158623,104,75355,41,1705015,553,1720029.63,539,8609,10609362,8067,10454123,7945,11168266,7636,11665367,7018,10839532,6751,10224845,7406,11236087,7131,10558387,NA,NA,0.546834135158697,0.610891305025079,0.616930891180545,0.621018142103028,0.636056403682554,0.546834135158697,0.546834135158697,0.546834135158697,2010.80097510574,2759.16134459017,2771.29690626443,2809.46905527577,2934.53466961893,2010.80097510574,2010.80097510574,2010.80097510574,0.535178069807239,0.603632511916259,0.610312451900877,0.614222437958862,0.626704346812726,0.535178069807239,0.535178069807239,0.535178069807239,0.247844757999419,221.65981079074,0.238761332128727,319.73067696813,0.219639833769432,216.201723872557,0.181421030277289,180.230386505673,0.200238899895117,186.008215825661,0.247844757999419,221.65981079074,0.247844757999419,221.65981079074,0.247844757999419,221.65981079074,536,326656.25,6259,4757320.72,3870,2976309.5,0.819443995996255,0.883329698744509,0.879575188548561,0.863479157818094,0.859456939750612,0.819443995996255,0.819443995996255,0.819443995996255,2193.53130347745,2838.71603476744,2853.1189472064,2882.82959165099,3119.59101503321,2193.53130347745,2193.53130347745,2193.53130347745,1393.05866778599,2369.81192560516,2050.9524395875,1813.83960317942,1555.97739191236,1393.05866778599,1393.05866778599,1393.05866778599,0.384747021407123,0.434842206922334,0.435955056179775,0.413688489776106,0.395670667754341,0.384747021407123,0.384747021407123,0.384747021407123,3808.24978205418,5528.25863734073,5120.27311066646,4876.89958133608,4861.57662277124,3808.24978205418,3808.24978205418,3808.24978205418
"27","MT",1168,1275,1522,1752,1862,4025,3408,15740,15636,1894579.03,2063004.1,2413709.01,2894611.13,2802800.44,6394357.8,5387804.62,47932396.18,40167404.64,4110,2978563,3883,2977066,4935781,1911790,3174437,1752960,3534,2284684,4123,2294804,4243,2288105,4074,2271209,NA,NA,0,0,9590,4,1982,1,10744,6,5500,5,45191.5,75,4000,1,12000,3,0,0,0,0,0,0,0,0,0,0,2,3000,28500,13,43587,27,813855.23,264,1247635,381,2254,2880405,2207,2914184,2105,2967471,2130,3329150,2271,3251083,2185,3287512,2199,3161089,1967,2964725,NA,NA,0.383154309667278,0.405786530513008,0.414510278113664,0.438814079848807,0.438550658791458,0.383154309667278,0.383154309667278,0.383154309667278,1111.97380141472,1657.61682470216,1724.14401451028,1769.73245924876,1825.30304407088,1111.97380141472,1111.97380141472,1111.97380141472,0.325648414985591,0.401410162898128,0.410157194679565,0.435979210961493,0.438096319854612,0.325648414985591,0.325648414985591,0.325648414985591,0.178150379879487,311.522006811632,0.154996353026988,310.410284463895,0.151995163240629,326.275574365175,0.173045121663123,342.557287975431,0.149363925488414,281.335642889596,0.178150379879487,311.522006811632,0.178150379879487,311.522006811632,0.178150379879487,311.522006811632,159,95441.5,1219,948514.39,1012,786501.28,0.638066544406602,0.795891077072696,0.796977025392987,0.782896291046539,0.748409813721036,0.638066544406602,0.638066544406602,0.638066544406602,1315.14920094315,1733.53865791393,1791.23579201935,1829.56236711552,1981.5514538846,1315.14920094315,1315.14920094315,1315.14920094315,2043.82826827351,2974.10004862631,3028.07593712213,2569.3300259863,2118.75124943208,2043.82826827351,2043.82826827351,2043.82826827351,0.420356300759759,0.563578896182835,0.566021765417171,0.522797070635483,0.431281235801908,0.420356300759759,0.420356300759759,0.420356300759759,3670.49947602829,5018.04899100413,5145.58730350665,4741.44968107725,4381.63834620627,3670.49947602829,3670.49947602829,3670.49947602829
"28","NC",31215,33245,36305,47355,47656,79757,72657,166509,143398,42177366.62,44803557.69,48841152.08,72805904.93,73461339.88,131695058.33,114873553.64,496917261.98,359642760.55,26852,23764021,25394,23817069,24823915,16634569,25752315,16982974,28539,22272044,30959,21227976,30609,21282715,30705,21031896,NA,NA,42914,26,43269.8,19,30474.2,16,26112,15,78052,36,1058813.39,1880,51375,26,379122,119,0,0,1,5311,2,9525.93,0,0,0,0,31,65000,406244,193,386586,147,4302712.5,1320,4389903,1311,17780,21705157,17462,22377755,17078,23283073,18798,27850551,18988,27338714,19343,27902814,17605,26215103,18048,26181231,NA,NA,0.367316788875185,0.478041516361349,0.473946452920113,0.49406430444499,0.493150857401858,0.367316788875185,0.367316788875185,0.367316788875185,1218.66805817216,2100.11421492484,2027.48491837957,2093.08714298632,2166.13389821973,1218.66805817216,1218.66805817216,1218.66805817216,0.338190048928586,0.470428899700887,0.467816956150523,0.485835712348055,0.480661244428776,0.338190048928586,0.338190048928586,0.338190048928586,0.375340534826039,1384.73302069639,0.276968304299267,834.496052479556,0.287270781032967,853.646451645789,0.308281554777621,867.324867916241,0.347581396520031,1067.79344295319,0.375340534826039,1384.73302069639,0.375340534826039,1384.73302069639,0.375340534826039,1384.73302069639,1849,1004354.12,15235,11610752.11,11388,8892260,0.614494246486223,0.680064700822882,0.674282874364431,0.690271659798742,0.691461234356508,0.614494246486223,0.614494246486223,0.614494246486223,1475.43454276846,2199.99653388449,2158.67001389013,2199.72770723264,2428.5539873593,1475.43454276846,1475.43454276846,1475.43454276846,2116.27883872542,3392.07526605646,3128.80267098238,2867.90376293387,2492.57520207489,2116.27883872542,2116.27883872542,2116.27883872542,0.313956167577018,0.393468297880535,0.383354784448154,0.379019027811866,0.349797295595901,0.313956167577018,0.313956167577018,0.313956167577018,4976.44640219027,6426.5678524205,6141.11913651829,5934.95633808275,5988.92263238738,4976.44640219027,4976.44640219027,4976.44640219027
"29","ND",1221,1181,1342,1406,1548,3229,2545,11304,12755,1559318.25,1573231.32,1796316.5,1905778.89,2110206.95,4892497.96,3845197.84,34309213.63,31268307.33,5299,3815498,4942,3720458,3927659,2802615,5982413,2799589,4612,3409524,4439,3234919,5089,3701163,7136,3543677,NA,NA,26960,29,27653,28,36522,34,18800,20,38000,26,27433,43,22128,19,269110,83,0,0,0,0,0,0,0,0,0,0,20,22680,30500,19,32000,16,461307.24,155,993153,312,2895,3222286,2634,3075371,2500,3098387,2521,3408758,2421,3131451,2289,2902315,2061,2688527,2138,2923727,NA,NA,0.28959928959929,0.288174512055109,0.301250138289634,0.322877410773664,0.349906087725113,0.28959928959929,0.28959928959929,0.28959928959929,826.814185814186,1109.2168771527,1164.49043035734,1241.64453557969,1361.00817589217,826.814185814186,826.814185814186,826.814185814186,0.257298257298257,0.283811710677382,0.295497289523177,0.320549767235646,0.347364932051707,0.257298257298257,0.257298257298257,0.257298257298257,0.137307137307137,144.8223998224,0.290815154994259,608.14420206659,0.278128111516761,531.143157428919,0.271780093105742,502.28020394591,0.306927411335764,504.573417301956,0.137307137307137,144.8223998224,0.137307137307137,144.8223998224,0.137307137307137,144.8223998224,39,17577,1237,963300,1347,1052737.97,0.622710622710623,0.665786452353617,0.6833720544308,0.68787408556861,0.726770522594189,0.622710622710623,0.622710622710623,0.622710622710623,1017.7518037518,1204.43685419059,1284.79223365417,1362.90600753713,1588.7328471992,1017.7518037518,1017.7518037518,1017.7518037518,1143.19536019536,1598.1739380023,1543.22270162629,1391.23254267346,1381.88299635399,1143.19536019536,1143.19536019536,1143.19536019536,0.434787434787435,0.429161882893226,0.455470737913486,0.436156062957216,0.471771075019335,0.434787434787435,0.434787434787435,0.434787434787435,2305.76956376956,3410.75499425947,3359.15809270937,3256.41875415651,3475.18926085515,2305.76956376956,2305.76956376956,2305.76956376956
"30","NE",7654,8131,7635,12814,6038,12527,11381,29875,28041,9439031.22,9848784.91,9572727.75,16035423.34,8065310.81,16839610.96,15380543.89,80868068.32,61956677.92,8703,6162618,8182,6373957,9282283,3893490,9838285,3802000,7127,5218668,6577,5018722,9536,5587292,9364,5506915,NA,NA,157183,104,173783.55,108,167101.23,102,112095,71,97172,63,195177,610,137556,87,515885,154,0,0,0,0,0,0,0,0,0,0,77,126332,89261,49,116253,57,1143273,368,1134082,352,4887,5697591,4650,5660232,4465,5694774,4642,6230062,4447,5972796,4422,6170152,3989,5860596,4018,5976704,NA,NA,0.325746958910253,0.382214198357696,0.385785882495018,0.389054311576941,0.409818076812013,0.325746958910253,0.325746958910253,0.325746958910253,1001.84421772521,1515.84683477957,1486.1406919872,1463.39197236779,1483.38059485995,1001.84421772521,1001.84421772521,1001.84421772521,0.316273333707046,0.380467066565721,0.381981764386209,0.38696998570748,0.391799018192319,0.316273333707046,0.316273333707046,0.316273333707046,0.172150905319805,214.768428723583,0.183041174072564,237.027313493681,0.173479862327154,232.042871807258,0.159718913768461,212.945212005717,0.163673115795553,198.316026566561,0.172150905319805,214.768428723583,0.172150905319805,214.768428723583,0.172150905319805,214.768428723583,719,297374.75,3611,2839667.24,3060,2466544.36,0.682381299400191,0.765360200337779,0.751283135076384,0.744342544068604,0.737395321975166,0.682381299400191,0.682381299400191,0.682381299400191,1161.6076573799,1577.50503756333,1555.54749109353,1532.55597903764,1686.70112619116,1161.6076573799,1161.6076573799,1161.6076573799,2853.83194125231,4473.34354434803,4014.98792343458,3647.95706288709,3438.29032630667,2853.83194125231,2853.83194125231,2853.83194125231,0.501149167554235,0.603866985032904,0.58571342310247,0.546688899475941,0.491885648281837,0.501149167554235,0.501149167554235,0.501149167554235,4230.20802735579,6287.87589540504,5802.57828633537,5393.45825393044,5323.3074790644,4230.20802735579,4230.20802735579,4230.20802735579
"31","NH",27636,19006,12512,7574,4664,4753,4160,14100,12919,28289245.13,13637653.9,8928793.85,6048053.24,4109409.62,5121707.73,4958800.64,39372134.28,29283156.76,8536,8309989,7635,7821409,9344532,5109909,11697985,5051991,10470,7762961,10364,7323717,10830,7578466,11120,7139024,NA,NA,1859,2,16878,7,12020,8,19295,11,30000,14,88829.02,186,107000,33,33000,12,0,0,0,0,0,0,0,0,0,0,49,1e+05,127355,75,82741,58,617984,176,676663,194,6577,7559399,6786,7730333,6886,8094373,7317,8776376,7247,8875984,7013,8583204,6830,8507919,6768,8188555,NA,NA,0.250483846955486,0.350926702768668,0.33809378341225,0.319294733600246,0.333852250212284,0.250483846955486,0.250483846955486,0.250483846955486,913.917969331547,1366.37281671879,1303.99618145716,1220.39490298737,1276.59906594962,913.917969331547,913.917969331547,913.917969331547,0.24542206342117,0.350011440774922,0.33733007484344,0.317677856482907,0.329535805264648,0.24542206342117,0.24542206342117,0.24542206342117,0.133690635700462,184.54250409409,0.123407825490047,132.684310883991,0.0717886054681534,53.4626546509852,0.0709116107175855,50.6054049892208,0.144211718086612,140.091423719219,0.133690635700462,184.54250409409,0.133690635700462,184.54250409409,0.133690635700462,184.54250409409,178,101329.09,1847,1526376.06,1189,1008047,0.566249813905017,0.703683929524827,0.677104017107072,0.638204496458269,0.616685536371356,0.566249813905017,0.566249813905017,0.566249813905017,1136.28338543993,1532.20562886126,1485.85481900107,1409.95118570989,1554.86052929522,1136.28338543993,1136.28338543993,1136.28338543993,4661.75480125056,7528.35969796354,7046.05941652665,6052.36010163228,5641.30448627229,4661.75480125056,4661.75480125056,4661.75480125056,0.424073246985261,0.542216459461521,0.513823125095464,0.491761626116415,0.450891593546561,0.424073246985261,0.424073246985261,0.424073246985261,5982.58069078458,9193.24963770879,8585.37689017871,7512.91669233138,7336.25643928673,5982.58069078458,5982.58069078458,5982.58069078458
"32","NJ",23995,26939,29745,34694,36331,51023,49231,121461,102867,43633530.22,47890271.45,54399856.69,62965467.57,63380852.75,94549865.23,88400731.76,364944724.82,253757614.19,32306,22096168,31502,21981514,17020386,15859371,13820264,16065153,31681,19749172,33002,19434284,35711,19463306,30182,17708299,NA,NA,46493,36,51492.5,42,62961.45,50,49258,35,84666,53,885137,1284,79000,45,407016,146,1,3364.06,1,4647.98,1,158.06,0,0,0,0,61,106166,1766640,712,2182455,794,4482650,1328,2880029,824,13723,20848097,12863,19921241,13432,20648593,14913,23677493,14537,22449943,13952,21528041,13484,20670335,13194,20063338,NA,NA,0.423735138195481,0.51263556707071,0.50944038101718,0.526908874027639,0.515460903328421,0.423735138195481,0.423735138195481,0.423735138195481,1338.12422152453,2226.92169984507,2147.24063485417,2236.91021915409,2187.64501906299,1338.12422152453,1338.12422152453,1338.12422152453,0.38585362087601,0.509628028695301,0.505999188768367,0.520513178432293,0.506233480691413,0.38585362087601,0.38585362087601,0.38585362087601,0.265801122034073,999.824424828864,0.234874425508092,1160.40332261382,0.225038271814935,1055.75419681526,0.235016433384516,979.849295077599,0.217622155170397,860.571281547494,0.265801122034073,999.824424828864,0.265801122034073,999.824424828864,0.265801122034073,999.824424828864,2014,1184383.52,6750,5557542,5208,4167675.5,0.604238509444645,0.653299829442629,0.648998390621116,0.654353260662665,0.650550838537647,0.604238509444645,0.604238509444645,0.604238509444645,1477.4814581296,2305.97776244353,2231.07985397831,2307.6870804411,2322.41484808084,1477.4814581296,1477.4814581296,1477.4814581296,1814.04776365227,2768.23251786947,2506.28879846128,2288.7279545195,2057.23928145393,1814.04776365227,1814.04776365227,1814.04776365227,0.200589325235473,0.234288541408986,0.226503722506444,0.21447153027169,0.198664421210207,0.200589325235473,0.200589325235473,0.200589325235473,4291.35364661074,6234.61360292682,5793.12284925484,5576.2643300382,5240.22541108226,4291.35364661074,4291.35364661074,4291.35364661074
"33","NM",8653,9469,11098,12970,13700,21554,17881,44192,39432,10751241.37,11809638.51,13608587.84,16339661.56,16919360.01,28327649.81,22176008.62,125469194.32,96331687.12,6931,5528847,6315,4637978,2855382,3767981,3357382,3652040,6813,5262311,7545,5273709,8216,5614125,8139,5635839,NA,NA,34594,29,27938,22,27784.2,21,29506,23,49209,28,50020.5,171,66000,33,195386,71,0,0,0,0,0,0,0,0,0,0,31,54892,29533,20,139138,52,1063358,371,1456333.91,488,3899,7381188,3521,7667053,2988,6914866,3103,7398098,3257,7458856,3046,7325841,3125,7439854,2952,6936622,NA,NA,0.478317852869109,0.58643280887284,0.597796695042564,0.621634922978493,0.61643262345392,0.478317852869109,0.478317852869109,0.478317852869109,1693.96244800274,2595.87676038174,2579.24571857787,2782.49426645012,2830.96503301404,1693.96244800274,1693.96244800274,1693.96244800274,0.47136588979429,0.582615424297137,0.587080620931397,0.61415423987401,0.60652841067609,0.47136588979429,0.47136588979429,0.47136588979429,0.496210610291185,908.500997207818,0.460407531596595,855.20820221821,0.480120180270406,1078.72934401602,0.464589792804764,942.997834539101,0.492653213056821,1085.87882451409,0.496210610291185,908.500997207818,0.496210610291185,908.500997207818,0.496210610291185,908.500997207818,271,109227.38,1607,1191665.5,1039,799062,0.827340589207362,0.868661336084601,0.868202303455183,0.872188591958266,0.848460894634056,0.827340589207362,0.827340589207362,0.827340589207362,1846.5022508405,2663.61542429714,2677.48587881823,2872.69437472317,2948.3535757463,1846.5022508405,1846.5022508405,1846.5022508405,943.639181719756,1136.41155532628,1024.05438157236,936.57537280378,803.564075141821,943.639181719756,943.639181719756,943.639181719756,0.315345603738105,0.29373226721692,0.261141712568853,0.25877257739062,0.282014321584674,0.315345603738105,0.315345603738105,0.315345603738105,3698.64242976808,4655.23518184163,4780.26960440661,4752.26758206605,4837.79647540221,3698.64242976808,3698.64242976808,3698.64242976808
"34","NV",5853,7069,7649,6622,7183,10344,10888,20549,15895,8552496.24,9625048.36,10570430.31,9333671.74,10023116.35,16390115.55,16657265.9,55985296.52,35492060.66,2700,2357499,2546,2473960,1365821,1791326,300286,1979162,4391,2349435,4378,2360691,5657,2502268,4490,2838245,NA,NA,98803,58,47020,38,30373,26,31057,29,36505,32,347654.45,506,23000,10,7500,2,0,0,0,0,0,0,0,0,0,0,11,18445,756622,230,25500,12,565982,195,604500,202,1061,2186013,1029,1891302,1193,2396009,1251,2867172,1179,2357050,1230,3050531,1153,2769470,1069,3139029,NA,NA,0.354956801874359,0.519818588469185,0.501084883950293,0.546181527389044,0.51397288178751,0.354956801874359,0.354956801874359,0.354956801874359,1246.56179528481,2149.6939612326,1923.37477809192,2211.9894042383,2057.59526386148,1246.56179528481,1246.56179528481,1246.56179528481,0.350563772148192,0.514848409542744,0.486554014070616,0.54411568705851,0.510917308549239,0.350563772148192,0.350563772148192,0.350563772148192,0.388343827793235,664.140943037048,0.353690357852883,773.217258946322,0.35018738904596,827.069761325531,0.309143009462882,668.669265627082,0.31612451460946,502.352727735693,0.388343827793235,664.140943037048,0.388343827793235,664.140943037048,0.388343827793235,664.140943037048,161,86030.5,416,325970,523,390220.9,0.690511055791478,0.762239065606362,0.744164639358275,0.772424363587898,0.743713794640015,0.690511055791478,0.690511055791478,0.690511055791478,1331.07717088886,2184.54622266402,1950.74081136169,2247.68339330934,2143.06645871793,1331.07717088886,1331.07717088886,1331.07717088886,606.373480743886,700.090767892644,586.39982904859,571.351859256298,663.463683238908,606.373480743886,606.373480743886,606.373480743886,0.255308244252453,0.278330019880716,0.276744033138273,0.260162601626016,0.291870902030683,0.255308244252453,0.255308244252453,0.255308244252453,2601.59159466979,3657.85424950298,3364.21040173581,3487.70451819272,3308.88286969253,2601.59159466979,2601.59159466979,2601.59159466979
