"id","state","hbcu","degree","public","nonprofit","forprofit","fouryear","twoyear","lessthan2yr","pub4yr","nonprof4yr","twoyrlesspub","schools","netprice_2014","netprice_2013","netprice_2012","netprice_2011","netprice_2010","netprice_2008","netprice_2007","netprice_2006","netpriceinc_2014","netpriceinc_2013","netpriceinc_2012","netpriceinc_2011","netpriceinc_2010","netpriceinc_2008","netpriceinc_2007","netpriceinc_2006","gradtot_2015","gradtot_2014","gradtot_2013","gradtot_2012","gradtot_2011","gradtot_2010","gradtot_2009","gradtot_2008","gradtot_2007","gradtot_2006","gradbach_2015","gradbach_2014","gradbach_2013","gradbach_2012","gradbach_2011","gradbach_2010","gradbach_2009","gradbach_2008","gradbach_2007","gradbach_2006","endowment_2015","endowment_2014","endowment_2013","endowment_2012","endowment_2011","endowment_2010","endowment_2009","endowment_2008","endowment_2007","endowment_2006","transfer_2015","transfer_2014","transfer_2013","transfer_2012","transfer_2011","transfer_2010","transfer_2009","transfer_2008","transfer_2007","transfer_2006","fedaidperc_2014","fedaidperc_2013","fedaidperc_2012","fedaidperc_2011","fedaidperc_2010","fedaidperc_2008","fedaidperc_2007","fedaidperc_2006","avetotaid_2014","avetotaid_2013","avetotaid_2012","avetotaid_2011","avetotaid_2010","avetotaid_2008","avetotaid_2007","avetotaid_2006","avefedaid_2014","avefedaid_2013","avefedaid_2012","avefedaid_2011","avefedaid_2010","avefedaid_2008","avefedaid_2007","avefedaid_2006","percpell_2014","percpell_2013","percpell_2012","percpell_2011","percpell_2010","percpell_2008","percpell_2007","percpell_2006","tuitionfee_in_2014","tuitionfee_out_2014","tuitionfeeprog_2014","tuitionfee_in_2013","tuitionfee_out_2013","tuitionfeeprog_2013","tuitionfee_in_2012","tuitionfee_out_2012","tuitionfeeprog_2012","tuitionfee_in_2011","tuitionfee_out_2011","tuitionfeeprog_2011","tuitionfee_in_2010","tuitionfee_out_2010","tuitionfeeprog_2010","tuitionfee_in_2009","tuitionfee_out_2009","tuitionfeeprog_2009","tuitionfee_in_2008","tuitionfee_out_2008","tuitionfeeprog_2008","tuitionfee_in_2007","tuitionfee_out_2007","tuitionfeeprog_2007","tuitionfee_in_2006","tuitionfee_out_2006","tuitionfeeprog_2006","cost_2014","cost_2013","cost_2012","cost_2011","cost_2010","cost_2009","cost_2008","cost_2007","cost_2006","inexpfte_2014","inexpfte_2013","inexpfte_2012","inexpfte_2011","inexpfte_2010","inexpfte_2009","inexpfte_2008","inexpfte_2007","inexpfte_2006","tuitfte_2014","tuitfte_2013","tuitfte_2012","tuitfte_2011","tuitfte_2010","tuitfte_2009","tuitfte_2008","tuitfte_2007","tuitfte_2006","retrate_2015","retrate_2014","retrate_2013","retrate_2012","retrate_2011","retrate_2010","retrate_2009","retrate_2008","retrate_2007","retrate_2006"
"41","RI",0,13,3,11,11,12,3,10,2,10,1,25,8525.66666666667,10697,10589.6666666667,10067.3333333333,9484.33333333333,8525.66666666667,8525.66666666667,8525.66666666667,5494.33333333333,7699.66666666667,7519.66666666667,7225.66666666667,6741.66666666667,5494.33333333333,5494.33333333333,5494.33333333333,0.609094189823169,0.595396487493348,0.602245548764284,0.594601558977002,0.584094821877897,0.579796731218239,0.579484934704895,0.57202216066482,0.573408299018055,0.56457355559152,0.695804825351098,0.679393260363699,0.695955492758742,0.694665461121157,0.689523632303684,0.699819494584837,0.692365835222978,0.68094239792353,0.687223764004523,0.685827871494574,3238042,3455614,3455614,3455614,3455614,3455614,3455614,3455614,3455614,3455614,0.0329844821364128,0.0295369877594465,0.0259766144034015,0.0263479997423178,0.0508541914978149,0.0778052465320698,0.0755088640840447,0.0818713450292398,0.0368229331643966,0.0286454118789448,0.292798247131408,0.345906471928179,0.347916387511724,0.343679978911296,0.346201338792487,0.292798247131408,0.292798247131408,0.292798247131408,6052.98858329009,10644.0351065255,9769.02418598419,9095.93666798471,8466.49671800871,6052.98858329009,6052.98858329009,6052.98858329009,1095.03015625901,1547.61134932333,1479.89340747689,1476.23994991433,1706.06726457399,1095.03015625901,1095.03015625901,1095.03015625901,0.282361759787811,0.342087632319443,0.33813479833847,0.333728746540134,0.343471761876909,0.282361759787811,0.282361759787811,0.282361759787811,27849.5,30590.8333333333,17848.8888888889,27849.5,30590.8333333333,17848.8888888889,27849.5,30590.8333333333,17848.8888888889,27849.5,30590.8333333333,17848.8888888889,27849.5,30590.8333333333,17848.8888888889,27849.5,30590.8333333333,17848.8888888889,27849.5,30590.8333333333,17848.8888888889,27849.5,30590.8333333333,17848.8888888889,19156,21342.6666666667,13182.5,31247.7619047619,31247.7619047619,31247.7619047619,31247.7619047619,31247.7619047619,31247.7619047619,31247.7619047619,31247.7619047619,NA,9931.79166666667,9931.79166666667,9931.79166666667,9931.79166666667,9931.79166666667,9931.79166666667,9931.79166666667,9931.79166666667,9931.79166666667,14843,14843,14843,14843,14843,14843,14843,14843,14843,0.830038359398052,0.823262497164032,0.817114472792956,0.799570200573066,0.798229967069155,0.785584616419014,0.783438660499055,0.785945232596503,0.784398354242547,0.747034641068447
"42","SC",8,79,34,25,50,50,29,30,13,23,21,109,9297.625,10648,10454.8787878788,10262.696969697,9800.18181818182,9297.625,9297.625,9297.625,8788.03125,9454.66666666667,8719.48484848485,8663.75757575758,7788.63636363636,8788.03125,8788.03125,8788.03125,0.412839287034983,0.405045532229676,0.403074815434965,0.39591044389802,0.404268446588328,0.403463302099057,0.409185246679317,0.4114399023795,0.400340071792934,0.404386798859161,0.572067311600683,0.577963917525773,0.570155996931208,0.583389601620527,0.573472456372169,0.569920346891644,0.580158614314212,0.579569732200527,0.570762134395639,0.577521152526869,13587805,13587805,13141192,13587805,13587805,13130631,12890391,12890391,12890391,12672642,0.168503315829697,0.177537433359692,0.178247964076414,0.175773262585738,0.181591272400931,0.17641195067073,0.164373814041746,0.142495424039048,0.150450280244348,0.132724432975689,0.396885955867189,0.477077467330879,0.488490868009791,0.514830904334828,0.516193162116554,0.396885955867189,0.396885955867189,0.396885955867189,6420.01291503403,7726.58019878228,7545.75157691584,7419.81817544843,7179.87308999283,6420.01291503403,6420.01291503403,6420.01291503403,1608.33396061044,2208.2744446851,2218.92306062888,2329.65396113602,2540.81391155598,1608.33396061044,1608.33396061044,1608.33396061044,0.378196535368117,0.472023680600679,0.483006966672943,0.505792227204783,0.508911440393906,0.378196535368117,0.378196535368117,0.378196535368117,13322.88,16721.88,15164.5517241379,13322.88,16721.88,15164.5517241379,13322.88,16721.88,15164.5517241379,13322.88,16721.88,15164.5517241379,13322.88,16721.88,15164.5517241379,13322.88,16721.88,15164.5517241379,13322.88,16721.88,15164.5517241379,13322.88,16721.88,15164.5517241379,9360.18644067797,12298.7288135593,9493.75,22750.9215686275,22750.9215686275,22750.9215686275,22750.9215686275,22750.9215686275,22750.9215686275,22750.9215686275,22750.9215686275,NA,6541.23148148148,6541.23148148148,6541.23148148148,6541.23148148148,6541.23148148148,6541.23148148148,6541.23148148148,6541.23148148148,6541.23148148148,9819.77777777778,9819.77777777778,9819.77777777778,9819.77777777778,9819.77777777778,9819.77777777778,9819.77777777778,9819.77777777778,9819.77777777778,0.683259614663768,0.681189903846154,0.666980972413626,0.66012008707509,0.66698296836983,0.661286041742068,0.677191849040351,0.668979875086745,0.661637524584422,0.672215832689612
"43","SD",0,25,12,11,8,19,12,0,7,7,5,31,9642.66666666667,11983.1666666667,11544.6666666667,11090.0833333333,10390,9642.66666666667,9642.66666666667,9642.66666666667,8620.58333333333,10274.75,10012.8333333333,9558.5,8992.33333333333,8620.58333333333,8620.58333333333,8620.58333333333,0.518346946239181,0.518225627085135,0.5,0.495432692307692,0.491645569620253,0.495461060678452,0.4965793819297,0.502110752421157,0.522175086772079,0.514017489711934,0.514120202751629,0.526191770889976,0.520488721804511,0.4976542764345,0.490919409761635,0.485288775880857,0.465350026450361,0.485183033120279,0.473408541498791,0.479022403258656,5043020,5043020,5043020,5043020,5043020,5043020,5043020,5043020,5043020,5043020,0.0836279409971961,0.110589398245397,0.102842183994016,0.105528846153846,0.0589873417721519,0.0629479216435738,0.0756074545883463,0.0439533151229203,0.0428075588121867,0.0262345679012346,0.360779930452062,0.37644122191846,0.390862944162437,0.426712409795339,0.470911949685535,0.360779930452062,0.360779930452062,0.360779930452062,3642.08283656234,4394.81825745869,4429.43359697792,4280.14787649355,4227.38971248877,3642.08283656234,3642.08283656234,3642.08283656234,1472.64195230999,1636.03340068941,1667.02172116633,1805.69087897788,2081.78852201258,1472.64195230999,1472.64195230999,1472.64195230999,0.344883258817685,0.368358492808748,0.380592610081454,0.416538507038921,0.458333333333333,0.344883258817685,0.344883258817685,0.344883258817685,11160.652173913,11878.1739130435,13038.3333333333,11160.652173913,11878.1739130435,13038.3333333333,11160.652173913,11878.1739130435,13038.3333333333,11160.652173913,11878.1739130435,13038.3333333333,11160.652173913,11878.1739130435,13038.3333333333,11160.652173913,11878.1739130435,13038.3333333333,11160.652173913,11878.1739130435,13038.3333333333,11160.652173913,11878.1739130435,13038.3333333333,7596.125,8411.20833333333,6401.25,20117.2307692308,20117.2307692308,20117.2307692308,20117.2307692308,20117.2307692308,20117.2307692308,20117.2307692308,20117.2307692308,NA,6164.61290322581,6164.61290322581,6164.61290322581,6164.61290322581,6164.61290322581,6164.61290322581,6164.61290322581,6164.61290322581,6164.61290322581,7765.32258064516,7765.32258064516,7765.32258064516,7765.32258064516,7765.32258064516,7765.32258064516,7765.32258064516,7765.32258064516,7765.32258064516,0.74036806566927,0.726531124497992,0.721719737331186,0.70674892974062,0.713171682709882,0.709172530939092,0.722451149807258,0.718998716302953,0.690828863346105,0.68805545509343
"44","TN",6,109,50,51,87,76,59,54,10,47,39,188,7960.5,8291.39583333333,8503.625,8148.14583333333,7813.08333333333,7960.5,7960.5,7960.5,6579.45454545455,6935.6875,7180.8125,6924.91666666667,6348.08333333333,6579.45454545455,6579.45454545455,6579.45454545455,0.459850646798476,0.455246039510496,0.450525808505878,0.430700846156593,0.460208799942201,0.442925546897005,0.453899138000483,0.460471399479807,0.448985574003894,0.46771277282707,0.50631829558635,0.525204737511828,0.521954007530931,0.520407803294881,0.518461261909042,0.506861313868613,0.526530118538827,0.515591679072949,0.504568072436577,0.507642369956447,24556762,24024001,24024001,23542776,23542776,22223808,22223808,22223808,22223808,21774044,0.0821442608383602,0.0759830424111357,0.0808591934734342,0.0824377878539041,0.082634925222166,0.0795230494789222,0.0764722468379924,0.0714156098151098,0.0873934800360126,0.0784794868483361,0.452560229176124,0.55663511044677,0.566148981373211,0.576315627120735,0.576483651345586,0.452560229176124,0.452560229176124,0.452560229176124,5195.35796246145,7613.04017605049,7304.78724946063,6832.89501203035,6464.54537883879,5195.35796246145,5195.35796246145,5195.35796246145,1552.30425322083,2402.07198139844,2395.03160460482,2416.42795669073,2582.12022616369,1552.30425322083,1552.30425322083,1552.30425322083,0.439457741738545,0.549792393290151,0.554916912333866,0.567123203158739,0.566914063641411,0.439457741738545,0.439457741738545,0.439457741738545,15289.9239130435,18285.8369565217,11320.1125,15289.9239130435,18285.8369565217,11320.1125,15289.9239130435,18285.8369565217,11320.1125,15289.9239130435,18285.8369565217,11320.1125,15289.9239130435,18285.8369565217,11320.1125,15289.9239130435,18285.8369565217,11320.1125,15289.9239130435,18285.8369565217,11320.1125,15289.9239130435,18285.8369565217,11320.1125,10753.4675324675,12883.4545454545,6467.63333333333,21213.3081395349,21213.3081395349,21213.3081395349,21213.3081395349,21213.3081395349,21213.3081395349,21213.3081395349,21213.3081395349,NA,6390.16483516484,6390.16483516484,6390.16483516484,6390.16483516484,6390.16483516484,6390.16483516484,6390.16483516484,6390.16483516484,6390.16483516484,9126.09340659341,9126.09340659341,9126.09340659341,9126.09340659341,9126.09340659341,9126.09340659341,9126.09340659341,9126.09340659341,9126.09340659341,0.701467864327113,0.698726561716635,0.686197734582576,0.6676403400367,0.677098482808152,0.683229272035997,0.702036112178256,0.68659488293984,0.683076140525388,0.685054970870137
"45","TX",9,293,119,83,278,161,140,179,47,64,64,480,6984.79381443299,7825.46464646465,8065.77551020408,7576.17346938776,6475.14285714286,6984.79381443299,6984.79381443299,6984.79381443299,5607.47916666667,6700.41414141414,6825.66326530612,6508.04081632653,5225.21428571429,5607.47916666667,5607.47916666667,5607.47916666667,0.401407739764442,0.38797365485137,0.397255543020284,0.408873112450596,0.402621583837484,0.391066838046273,0.377619223908727,0.361193307915552,0.361128593147827,0.3652544192371,0.527185897057956,0.532575037183332,0.532280151379345,0.525460220396204,0.523923603298347,0.514542917706405,0.503672274661976,0.508210902292356,0.514376623755729,0.522446216338198,51818997,48704162,47404575,46214937,45739329,42924621,42503916,42277241,42727048,41826937,0.164419517666854,0.16122528726519,0.157604816614095,0.140916230514933,0.15774041495008,0.15818766066838,0.154996129640225,0.157300973083708,0.165979563695506,0.163880340656981,0.477948812865677,0.533318858502233,0.527825199615037,0.558198039936415,0.55685938114624,0.477948812865677,0.477948812865677,0.477948812865677,3936.43131690163,5362.27887020797,5149.0917286106,4982.52145042796,5135.95479685123,3936.43131690163,3936.43131690163,3936.43131690163,1865.30253159351,2365.17180995176,2315.05037408172,2463.41475441921,2673.00229380625,1865.30253159351,1865.30253159351,1865.30253159351,0.462118641453558,0.53067090842152,0.523467764166501,0.553992448074545,0.549404510836339,0.462118641453558,0.462118641453558,0.462118641453558,11424.1596244131,14085.2816901408,15697.7393364929,11424.1596244131,14085.2816901408,15697.7393364929,11424.1596244131,14085.2816901408,15697.7393364929,11424.1596244131,14085.2816901408,15697.7393364929,11424.1596244131,14085.2816901408,15697.7393364929,11424.1596244131,14085.2816901408,15697.7393364929,11424.1596244131,14085.2816901408,15697.7393364929,11424.1596244131,14085.2816901408,15697.7393364929,7463.04069767442,9609.46511627907,11289.7704918033,20814.6299019608,20814.6299019608,20814.6299019608,20814.6299019608,20814.6299019608,20814.6299019608,20814.6299019608,20814.6299019608,NA,6974.46412556054,6974.46412556054,6974.46412556054,6974.46412556054,6974.46412556054,6974.46412556054,6974.46412556054,6974.46412556054,6974.46412556054,9091.16591928251,9091.16591928251,9091.16591928251,9091.16591928251,9091.16591928251,9091.16591928251,9091.16591928251,9091.16591928251,9091.16591928251,0.702442285759232,0.689811325000281,0.679048288903238,0.667624277456647,0.679538168444196,0.679635694529632,0.687059830611795,0.673910449344347,0.678718006761937,0.677324828664533
"46","UT",0,39,16,11,56,35,14,34,7,10,9,83,10504.625,7624.46666666667,8250.33333333333,8298.71428571429,7741.42857142857,10504.625,10504.625,10504.625,8835,7810,8427.84615384615,7511,7101.69230769231,8835,8835,8835,0.455605500912368,0.473808970485708,0.487477722540099,0.486352598348713,0.459596420745069,0.487972851581994,0.493109677419355,0.486716049382716,0.470443079622724,0.494784152702253,0.549316557937248,0.546747127386955,0.580590339892666,0.574934920044626,0.550217155266015,0.571000655246654,0.61357625624449,0.583556012332991,0.581820006019866,0.554281506417,8487312,8487312,8011589,5240763,5240763,5240763,5240763,5240763,4789180,4339364,0.0903466998976367,0.0895189402742273,0.0828252509145484,0.0642059252064109,0.0857377647918188,0.0923245832917457,0.0747870967741936,0.143111111111111,0.120805001096732,0.127399844634336,0.273895796780838,0.387251413804726,0.367137310271797,0.37894163318123,0.370393900889454,0.273895796780838,0.273895796780838,0.273895796780838,2308.5348615455,3639.65263473278,3287.99788210378,3294.49090785262,3178.51952785394,2308.5348615455,2308.5348615455,2308.5348615455,927.209703257304,1628.45443990862,1508.64235792446,1605.48110059252,1646.06206112486,927.209703257304,927.209703257304,927.209703257304,0.272980395148371,0.379648702295794,0.362583833392164,0.377545460736907,0.364609108540092,0.272980395148371,0.272980395148371,0.272980395148371,12863.3055555556,15188.25,11815.7073170732,12863.3055555556,15188.25,11815.7073170732,12863.3055555556,15188.25,11815.7073170732,12863.3055555556,15188.25,11815.7073170732,12863.3055555556,15188.25,11815.7073170732,12863.3055555556,15188.25,11815.7073170732,12863.3055555556,15188.25,11815.7073170732,12863.3055555556,15188.25,11815.7073170732,9095.8,11371,11579.7826086957,19484.2428571429,19484.2428571429,19484.2428571429,19484.2428571429,19484.2428571429,19484.2428571429,19484.2428571429,19484.2428571429,NA,5358.74683544304,5358.74683544304,5358.74683544304,5358.74683544304,5358.74683544304,5358.74683544304,5358.74683544304,5358.74683544304,5358.74683544304,9392.11392405063,9392.11392405063,9392.11392405063,9392.11392405063,9392.11392405063,9392.11392405063,9392.11392405063,9392.11392405063,9392.11392405063,0.710392749244713,0.702070317285312,0.694126711313934,0.715808619208811,0.715190186476727,0.727101602313943,0.716655027932961,0.706085871476377,0.701639208085283,0.673980812975967
"47","VA",5,131,46,48,82,85,52,39,16,39,30,176,7747.4358974359,9658.25,9495.36363636364,9343.76744186047,8802.37209302326,7747.4358974359,7747.4358974359,7747.4358974359,6384.05128205128,7757.61363636364,7880.77272727273,7679.79069767442,6838.83720930233,6384.05128205128,6384.05128205128,6384.05128205128,0.529565379593359,0.524313139441315,0.521778130698194,0.509907102539981,0.506401949895101,0.508097229646866,0.514444781214606,0.527080657221189,0.517436292276201,0.520823852956888,0.658449651620024,0.65843621399177,0.659053950640903,0.658047007015208,0.650239683465645,0.647520800393976,0.648966153035691,0.645906189286706,0.643974784713232,0.641848448372038,25659195,23571289,23112207,22629979,22629979,22629979,21741560,21508080,21508080,20143131,0.124790151091214,0.109725255776526,0.0944356214340333,0.0939116886171214,0.0927897075157349,0.0980315084431307,0.0871791599534194,0.102858567073755,0.0940639612401645,0.0918228043448153,0.324820800380882,0.398566070118618,0.391358024691358,0.397325028501515,0.419282951168919,0.324820800380882,0.324820800380882,0.324820800380882,3840.79982542915,5697.95446303755,5597.74015893288,5261.82019019548,5100.91980153613,3840.79982542915,3840.79982542915,3840.79982542915,1228.69275530986,1785.80756827084,1722.53917979282,1724.29854294692,1842.89839939452,1228.69275530986,1228.69275530986,1228.69275530986,0.303806173459941,0.393458732992844,0.38720022704697,0.391082501459834,0.384201379155688,0.303806173459941,0.303806173459941,0.303806173459941,15193.9043478261,18516.8695652174,14440.5952380952,15193.9043478261,18516.8695652174,14440.5952380952,15193.9043478261,18516.8695652174,14440.5952380952,15193.9043478261,18516.8695652174,14440.5952380952,15193.9043478261,18516.8695652174,14440.5952380952,15193.9043478261,18516.8695652174,14440.5952380952,15193.9043478261,18516.8695652174,14440.5952380952,15193.9043478261,18516.8695652174,14440.5952380952,11086.2771084337,14488.0843373494,14511.8235294118,24123.9121621622,24123.9121621622,24123.9121621622,24123.9121621622,24123.9121621622,24123.9121621622,24123.9121621622,24123.9121621622,NA,8082.16279069767,8082.16279069767,8082.16279069767,8082.16279069767,8082.16279069767,8082.16279069767,8082.16279069767,8082.16279069767,8082.16279069767,11598.8546511628,11598.8546511628,11598.8546511628,11598.8546511628,11598.8546511628,11598.8546511628,11598.8546511628,11598.8546511628,11598.8546511628,0.775123022181846,0.764524621552085,0.763874904652937,0.75110321249454,0.75705735282976,0.748445776518243,0.757004186410268,0.744749544986943,0.755591308115742,0.745115063657705
"48","VT",0,25,7,17,3,24,1,2,5,17,1,27,12669.3333333333,15020.5,14080.8333333333,13155.6666666667,12602.3333333333,12669.3333333333,12669.3333333333,12669.3333333333,9178.5,12621.3333333333,11643.8333333333,10618.6666666667,9586.33333333333,9178.5,9178.5,9178.5,0.625825582962663,0.623532550693703,0.612671279337946,0.621205455345359,0.61559726465881,0.630873541469568,0.620501815780786,0.62237061769616,0.618187897024407,0.603632659989815,0.659473135883316,0.665599268069533,0.65764631843927,0.657705793955585,0.651923709306149,0.659212880143113,0.640579710144928,0.650361629234869,0.636432781897699,0.62642187188186,5323556,5554381,5554381,5554381,5554381,5554381,5554381,5098389,5098389,5098389,0.0876128858336703,0.0260138740661686,0.0198073531406865,0.0164246957031823,0.0132402153353703,0.0211289813938821,0.0198085176625949,0.0382303839732888,0.0213975259110665,0.0346290952300119,0.215258121040572,0.269761092150171,0.291902834008097,0.290331232399088,0.301450411603293,0.215258121040572,0.215258121040572,0.215258121040572,8471.42067664106,12821.9793856655,12258.3341430499,11134.7700147512,10776.9290474324,8471.42067664106,8471.42067664106,8471.42067664106,976.68567192344,1301.84655290102,1406.43765182186,1401.75875016763,1592.17914543316,976.68567192344,976.68567192344,976.68567192344,0.200431324976412,0.265119453924915,0.282995951417004,0.284698940592732,0.295570364562917,0.200431324976412,0.200431324976412,0.200431324976412,26558.5263157895,30556.4210526316,40691.6666666667,26558.5263157895,30556.4210526316,40691.6666666667,26558.5263157895,30556.4210526316,40691.6666666667,26558.5263157895,30556.4210526316,40691.6666666667,26558.5263157895,30556.4210526316,40691.6666666667,26558.5263157895,30556.4210526316,40691.6666666667,26558.5263157895,30556.4210526316,40691.6666666667,26558.5263157895,30556.4210526316,40691.6666666667,17351.2777777778,20111.7222222222,17167.5,36570.1363636364,36570.1363636364,36570.1363636364,36570.1363636364,36570.1363636364,36570.1363636364,36570.1363636364,36570.1363636364,NA,15117.1153846154,15117.1153846154,15117.1153846154,15117.1153846154,15117.1153846154,15117.1153846154,15117.1153846154,15117.1153846154,15117.1153846154,23863.5769230769,23863.5769230769,23863.5769230769,23863.5769230769,23863.5769230769,23863.5769230769,23863.5769230769,23863.5769230769,23863.5769230769,0.800944258300335,0.801863799283154,0.795985663082437,0.802557838769938,0.772353337828726,0.781905652813043,0.782518641259321,0.782435129740519,0.78870700914236,0.783531047265987
"49","WA",0,87,44,35,46,61,33,31,26,24,18,125,8358.63636363636,7597.56818181818,7566.29545454545,6996.88636363636,6770.88636363636,8358.63636363636,8358.63636363636,8358.63636363636,7219.54545454545,6031.15909090909,5984.38636363636,5552.84090909091,5280,7219.54545454545,7219.54545454545,7219.54545454545,0.558179606730185,0.566023534134531,0.551990722844994,0.538755444611427,0.538491476609325,0.540902021772939,0.537241963269001,0.521282043558153,0.524623968947113,0.513553444896728,0.684342641983056,0.696943665792567,0.681446630548427,0.685461719023123,0.68188920812541,0.691771340681876,0.695288512440445,0.684083557212567,0.664902902029239,0.655394805647551,21601054,19362790,18878487,18396302,18396302,17460161,16543862,16843575,16843575,16843575,0.0616764646259882,0.0652081190255162,0.0655585620409741,0.0696655543951705,0.0700812122155626,0.0773080729534851,0.074396332739642,0.0728680302436967,0.0835152838427948,0.0976631991557365,0.307461307461307,0.382996438318146,0.393804894086703,0.394624682674616,0.393104396863968,0.307461307461307,0.307461307461307,0.307461307461307,4270.09568029568,6359.96308802442,6112.69010379973,5641.00451824767,5286.68492962267,4270.09568029568,4270.09568029568,4270.09568029568,1291.41268191268,1676.45279615153,1669.28145695364,1715.0525653865,1796.62294255192,1291.41268191268,1291.41268191268,1291.41268191268,0.297135597135597,0.380776169110505,0.385702879150815,0.391270931830356,0.388702948053734,0.297135597135597,0.297135597135597,0.297135597135597,12767.2692307692,15888.6025641026,14457.4571428571,12767.2692307692,15888.6025641026,14457.4571428571,12767.2692307692,15888.6025641026,14457.4571428571,12767.2692307692,15888.6025641026,14457.4571428571,12767.2692307692,15888.6025641026,14457.4571428571,12767.2692307692,15888.6025641026,14457.4571428571,12767.2692307692,15888.6025641026,14457.4571428571,12767.2692307692,15888.6025641026,14457.4571428571,8648.0985915493,11274.2816901408,11031.1666666667,21607.9375,21607.9375,21607.9375,21607.9375,21607.9375,21607.9375,21607.9375,21607.9375,NA,7159.89256198347,7159.89256198347,7159.89256198347,7159.89256198347,7159.89256198347,7159.89256198347,7159.89256198347,7159.89256198347,7159.89256198347,9727.73553719008,9727.73553719008,9727.73553719008,9727.73553719008,9727.73553719008,9727.73553719008,9727.73553719008,9727.73553719008,9727.73553719008,0.789542206612571,0.778360840739173,0.768725361366623,0.767050939860299,0.758469945355191,0.747246196511417,0.753494111650616,0.737283796085571,0.737377690226979,0.742071123321123
"50","WI",0,89,33,34,55,71,39,12,14,32,17,122,7942.96774193548,10322.9032258065,10225.8064516129,9711.54838709677,8875.25806451613,7942.96774193548,7942.96774193548,7942.96774193548,6616.41935483871,8414.96774193548,8271.38709677419,7899.51612903226,6967.03225806452,6616.41935483871,6616.41935483871,6616.41935483871,0.522406536271354,0.523193947118205,0.513729015614923,0.509661006682953,0.520065042006296,0.525931082492168,0.527567285079697,0.524518820943066,0.52484991854315,0.515602256186317,0.606457772762781,0.609887575670222,0.601677393051632,0.603266437654433,0.601918970132644,0.61002653525398,0.605365079365079,0.599286135306831,0.593310317873893,0.590584307178631,16676209,16429252,16429252,15948115,15948115,15709542,15709542,15709542,15709542,15709542,0.0560576050177437,0.0521939673484251,0.0522777462917001,0.051182135718468,0.0664595884842294,0.0645666550643926,0.0607743227941817,0.0653012696845978,0.0713026400946239,0.0529703420669578,0.264269230769231,0.355125831158993,0.362647137921761,0.36932049093717,0.380554232930197,0.264269230769231,0.264269230769231,0.264269230769231,3478.79203846154,5227.3501178352,4959.12954343284,4708.28842558726,4652.13956766022,3478.79203846154,3478.79203846154,3478.79203846154,1090.44890384615,1584.81323120949,1543.31026707214,1574.82459562708,1757.98640129511,1090.44890384615,1090.44890384615,1090.44890384615,0.253519230769231,0.352011615183907,0.356440968989843,0.365723807201496,0.373869155318541,0.253519230769231,0.253519230769231,0.253519230769231,15084.5584415584,16985.7012987013,16318.0714285714,15084.5584415584,16985.7012987013,16318.0714285714,15084.5584415584,16985.7012987013,16318.0714285714,15084.5584415584,16985.7012987013,16318.0714285714,15084.5584415584,16985.7012987013,16318.0714285714,15084.5584415584,16985.7012987013,16318.0714285714,15084.5584415584,16985.7012987013,16318.0714285714,15084.5584415584,16985.7012987013,16318.0714285714,10915.9180327869,16389.1967213115,11574.4166666667,23011.213592233,23011.213592233,23011.213592233,23011.213592233,23011.213592233,23011.213592233,23011.213592233,23011.213592233,NA,8276.35398230089,8276.35398230089,8276.35398230089,8276.35398230089,8276.35398230089,8276.35398230089,8276.35398230089,8276.35398230089,8276.35398230089,11367.4601769911,11367.4601769911,11367.4601769911,11367.4601769911,11367.4601769911,11367.4601769911,11367.4601769911,11367.4601769911,11367.4601769911,0.772480202427253,0.767538818650982,0.755066371681416,0.74681214670698,0.742532542394198,0.743258796448537,0.728003820439351,0.735251282267767,0.703524675216868,0.731460609052085
