"id","state","ugenroll_2006","gradenroll_2006","enroll_2006","ugenroll_2007","gradenroll_2007","enroll_2007","ugenroll_2008","gradenroll_2008","enroll_2008","ugenroll_2009","gradenroll_2009","enroll_2009","ugenroll_2010","gradenroll_2010","enroll_2010","ugenroll_2011","gradenroll_2011","enroll_2011","ugenroll_2012","gradenroll_2012","enroll_2012","ugenroll_2015","gradenroll_2015","enroll_2015","white_2006","white_2007","white_2008","white_2009","white_2010","white_2011","white_2012","white_2015","afam_2006","afam_2007","afam_2008","afam_2009","afam_2010","afam_2011","afam_2012","afam_2015","asia_2006","asia_2007","asia_2008","asia_2009","asia_2010","asia_2011","asia_2012","asia_2015","hisp_2006","hisp_2007","hisp_2008","hisp_2009","hisp_2010","hisp_2011","hisp_2012","hisp_2015","amin_2008","amin_2009","amin_2010","amin_2011","amin_2012","amin_2015","nhpi_2008","nhpi_2009","nhpi_2010","nhpi_2011","nhpi_2012","nhpi_2015","twoormore_2008","twoormore_2009","twoormore_2010","twoormore_2011","twoormore_2012","twoormore_2015","unk_2006","unk_2007","unk_2008","unk_2009","unk_2010","unk_2011","unk_2012","unk_2015","nonresident_2006","nonresident_2007","nonresident_2008","nonresident_2009","nonresident_2010","nonresident_2011","nonresident_2012","nonresident_2015","fem_2006","fem_2007","fem_2008","fem_2009","fem_2010","fem_2011","fem_2012","fem_2015","men_2006","men_2007","men_2008","men_2009","men_2010","men_2011","men_2012","men_2015","parttime_2006","parttime_2007","parttime_2008","parttime_2009","parttime_2010","parttime_2011","parttime_2012","parttime_2015","fulltime_2006","fulltime_2007","fulltime_2008","fulltime_2009","fulltime_2010","fulltime_2011","fulltime_2012","fulltime_2015"
"11","GA",181673,42819,375043,189106,45397,388839,197158,50052,413344,212728,58684,468687,229712,61428,504371,216684,61239,504869,216189,60106,488236,243232,68834,538624,0.572411696792101,0.544268964790054,0.0141915692498258,0.455858600729271,0.485749577196151,0.483285763237592,0.482782916458434,0.474343883673954,0.00292766429449423,0.00288294126875133,0.0265614113184176,0.277931754027741,0.334832890868032,0.332452576807053,0.329588559630998,0.318515327946768,0.0199897078468336,0.0205714961719375,0.000563695130448247,0.033207663109922,0.0392151808886712,0.0397687320869374,0.0428112634054023,0.046928840898289,0.0274288548246468,0.0295675073745175,0.000914492529225052,0.0299005519675178,0.0380632510592401,0.0467705483996839,0.0504551077757478,0.0648504336977186,9.4352403808934e-05,0.00275877077879267,0.00327140140888354,0.00333948014237357,0.00293095961788971,0.00283128861692015,1.93543392428582e-05,0.000964396281526904,0.00131649123363556,0.00153703237869626,0.00147469666308916,0.00132560004752852,0.000278218626616087,0.0108494581671777,0.0155322173558749,0.0180007090948345,0.0191300928239622,0.0247482473859316,0.0277888135493797,0.0478218491457904,0.0543760161028103,0.0643094431891646,0.0544123274335757,0.0454573364575761,0.0384752455779582,0.027553543845057,0.294478233162597,0.300016202078495,0.0352757025625145,0.0324374262567556,0.027606662555936,0.029387821395253,0.0323511580465185,0.0389028338878327,0.0339214436744587,0.0331705410208338,0.597901505767593,0.599948366393777,0.606008275654231,0.605370898193393,0.599271663703619,0.592689891278517,0.595955663750557,0.594955752895157,0.402098494232407,0.400051633606223,0.393991724345769,0.394629101806607,0.400728336296381,0.407310108721483,53384,55792,57425,60972,71597,64660,64773,77237,177934,185774,195103,210440,219543,213263,211522,234829
"12","HI",26289,8238,66821,25824,8187,66867,26294,8360,70353,26249,9348,75190,26668,9511,79176,27056,9123,79771,26824,8880,79312,23373,7693,69696,0.250594872869308,0.242615939102996,0.00127926314442881,0.0299241920468147,0.197256744468021,0.193729550839277,0.186466108533387,0.170253673094582,0.00559704284581195,0.00580256329729164,0.000611203502338209,0.00621093230482777,0.0214837829645347,0.023391959484023,0.0206904377647771,0.0210915977961433,0.234447254605588,0.240821331897648,0.00844313675323014,0.0261470940284612,0.304953521269071,0.306025999423349,0.304695380270325,0.303145087235996,0.0296762993669655,0.0297157043085528,0.000170568419257175,0.0139380236733608,0.0743533393957765,0.0899825751212847,0.0934915271333468,0.105501033057851,1.42140349380979e-05,0.000877776300039899,0.00415529958573305,0.00358526281480739,0.003353843050232,0.00259699265381084,0.00719230167867753,0.0123686660460168,0.10376881883399,0.0957866893984029,0.087805124066976,0.0702479338842975,4.26421048142936e-05,0.0169304428780423,0.19598110538547,0.210490027704304,0.21874369578374,0.24853650137741,0.0218344532407477,0.0200397804597185,0.0255852628885762,0.0259608990557255,0.0370187935738102,0.0214990410048765,0.0247881783336696,0.0200585399449036,0.0199787491956122,0.0190976116769109,0.0728185009878754,0.0655539300438888,0.061028594523593,0.0555088942096752,0.0599657050635465,0.0585686409550046,0.0904955029107616,0.083613740709169,0.586968572768752,0.582018885490092,0.580340002020814,0.579458700530268,0.576797962477305,0.581525482093664,0.587210607443768,0.587389893370422,0.413031427231248,0.417981114509908,0.419659997979186,0.420541299469732,0.423202037522695,0.418474517906336,10704,10772,11705,11082,11239,11199,10444,8193,24464,23970,23675,24515,24940,24980,25260,22873
"13","IA",103056,18118,236471,111117,19458,247597,125153,22100,263066,153655,29831,305851,158783,35005,320918,139699,34486,299646,130308,35444,285394,132831,36375,276801,0.733358424500256,0.706046519141993,0.0683554697300297,0.34598546351001,0.582254656952866,0.652887073413294,0.703203290889087,0.693751106390512,0.00408929636192176,0.00394996708360764,0.00296883671778185,0.0187607691326823,0.0403467552458884,0.0645495017453929,0.0768586585562415,0.0923009671207835,0.00911316821090113,0.00888944534869162,0.00118221282871979,0.00824584519913291,0.0150349933627905,0.0184484358209354,0.0197936887250608,0.0233741930123085,0.0235081680206029,0.0237846177457724,0.00276736636433443,0.0141702986094536,0.0256669928143638,0.0390093643833056,0.0470682635234097,0.0636847410233344,0.000258490264800468,0.00190615691954579,0.003798478115905,0.00519279416377993,0.00597069314701781,0.00513365197380067,7.6026548470726e-05,0.000215791349382542,0.000710461862531862,0.00157519205996409,0.0017239325283643,0.00217484763422097,0.000315510176153513,0.00270720056498099,0.00683040527486772,0.00892052622094071,0.0117101270524258,0.0195555651894321,0.157152462669841,0.184933581586207,0.216846722875628,0.297916305652099,0.295552134813254,0.175336897539096,0.095180697561967,0.0523444640734679,0.0328919825263986,0.0327629171597394,0.0311898915101153,0.0295634148654083,0.0298051215575318,0.0340802146532909,0.0384906480164264,0.0476804635821402,0.0297668635900385,0.0297257236557793,0.586636053309816,0.592487845388768,0.593562841598165,0.585721150958131,0.579139715621211,0.568187976199508,0.574708949511779,0.579259845636256,0.413363946690184,0.407512154611232,0.406437158401835,0.414278849041869,0.420860284378789,0.431812023800492,39784,47536,62265,83275,84716,66101,59160,58699,87037,88763,91149,100211,109072,108084,106592,110507
"14","ID",38825,6418,78456,39805,6683,79446,39772,6826,81342,39795,7732,89482,39917,8146,93145,40054,7810,100081,43979,8103,110076,41948,7860,122778,0.819185275823391,0.816982604536415,0.00441346413906715,0.0567264924789343,0.781426807665468,0.78753209899981,0.775518732512083,0.658872110638714,0.0113566840012236,0.0119074591546459,4.91750879004696e-05,0.000871683690574641,0.0106715336303613,0.0109511295850361,0.0111922671608707,0.0101239635765365,0.00785153461812991,0.00825718097827455,6.1468859875587e-05,0.00107284146532263,0.0163508508239841,0.0158471637973242,0.0152530978596606,0.0126977145742723,0.0461150198837565,0.0490144248923797,0.000590101054805636,0.00616883842560515,0.0637822749476622,0.0727310878188667,0.0849958210690795,0.0772451090586261,4.91750879004696e-05,0.00173219194921884,0.0125610607117934,0.0126097860732806,0.0111286747338203,0.00763980517682321,1.22937719751174e-05,0.0003799646856351,0.00575446883890708,0.00789360617899501,0.00682255895926451,0.00420270732541661,4.91750879004696e-05,0.000603473324243982,0.00826668098126577,0.0127396808585046,0.0139812493186526,0.0301682711886494,0.0688028958906903,0.0679203484127583,0.0630916377763025,0.0722826937261125,0.0820978044983628,0.0570038269002108,0.0509193648025001,0.121585300298099,0.00796624859794025,0.00871031895878962,0.026284084482801,0.0222391095415838,0.0190885179021955,0.0226916197879717,0.0301882335840692,0.0774650181628631,0.0285255429795044,0.0260806082118672,0.560276363994001,0.561453700185512,0.562327553813946,0.560555949680759,0.564491805661543,0.56635553600808,0.56076017130621,0.563540014601113,0.439723636005999,0.438546299814488,0.437672446186054,0.439444050319241,0.435508194338457,0.43364446399192,14371,15601,14784,13371,12673,12466,17534,17286,31447,31459,32383,34156,35390,35398,34548,32522
"15","IL",265148,110854,827363,269041,113707,826274,271216,116768,848179,297609,134536,892346,294086,135604,889568,292688,133671,874332,294886,130991,854810,307784,139099,817042,0.617238140936929,0.610748976731689,0.0237732837054443,0.0640625945541304,0.570732085686535,0.561244470064003,0.551046431370714,0.516929362260447,0.00333227374199716,0.00318659427744308,0.0047207016443463,0.0179784523043752,0.144209324076406,0.147231257691586,0.144069442332214,0.131355548429579,0.0252513104888664,0.0257118098838884,0.00240043670027199,0.00455989044608257,0.0512540918738084,0.0520488784580686,0.0536914636000983,0.0595257036969948,0.114218305628847,0.11476338357494,0.00387771920785589,0.0132269321541196,0.122889987049894,0.133387546149518,0.140156292041506,0.161859488251522,0.000101393691661784,0.000295849367846105,0.00291714630022663,0.0028295887603336,0.00271288356476878,0.00238298643154207,0.000124973619955222,0.000220766384339707,0.00204481276304903,0.00210560748091114,0.00223324481463717,0.00162904722156266,0.000290033118009288,0.00119908645301262,0.012346442318069,0.0156359369209865,0.0175840245200688,0.0223183141135951,0.0450733233175764,0.0496046105771209,0.0535936400217407,0.0654947744484763,0.0594906741249685,0.049587570854092,0.0510405821176636,0.0505604363056,0.1344282980989,0.134983068570474,0.0334669922268766,0.0330858209707894,0.0341154358070434,0.0359291436205011,0.037465635638329,0.0534391132891577,0.0322579085600879,0.0322967925893832,0.572468783122431,0.570760669067828,0.570074463110184,0.569887639935402,0.572778746154116,0.568497090724834,0.573891991785951,0.573281986362877,0.427531216877569,0.429239330932172,0.429925536889816,0.430112360064598,0.427221253845884,0.431502909275166,98714,97987,99923,101068,103401,106189,111978,128252,292262,298254,301769,331077,326289,320170,313899,318631
"16","IN",217318,42497,311526,221591,43757,320950,225958,45932,333147,240672,53099,359393,247168,53991,376937,249303,54264,376861,248112,53406,454742,250534,56305,434117,0.784981028870784,0.771914628446799,0.0454273939131975,0.0994899733717685,0.716016204299392,0.712841074029947,0.711381398683209,0.686241266755276,0.00368508567503194,0.0036734693877551,0.00706294818803711,0.0224239203323381,0.101852564221607,0.100992142991713,0.101505908845015,0.0950757514679222,0.0123135789629116,0.0124474217167783,0.000423236589253393,0.001452448990381,0.0227279359680795,0.0227670148940856,0.0207546256998474,0.0257902823432393,0.0300328062505216,0.0311294594173547,0.00103557888859873,0.0040067558355338,0.0388924409118765,0.0420287586139187,0.0457160323875956,0.0508987208517519,0.000171095642464137,0.000528669172744043,0.00332681588700499,0.00287108509503504,0.00292033724617475,0.00242791689797912,3.90218131935752e-05,0.000180860506465067,0.000705688218455604,0.000721751521117866,0.000675108083264796,0.000891464743375634,0.000183102354216007,0.000979429204241596,0.0111716281500622,0.0155839951600192,0.0182740982799038,0.0262809334810662,0.0327067403683802,0.0396167627356286,0.0446709710728297,0.0555937372180315,0.0562481263447207,0.0468634324061126,0.0492938853239859,0.0497515646703538,0.0833220983160314,0.0860570182271382,0.0459046607053343,0.0458912666635132,0.0490585959988009,0.0553307452880505,0.049478605451003,0.0626420987890361,0.0419451345955073,0.0438105623928961,0.543862018868548,0.544520900518374,0.548370152041323,0.554225563271339,0.565267778212701,0.556045950745997,0.546362101397636,0.544751518928182,0.456137981131452,0.455479099481626,0.451629847958677,0.445774436728661,0.434732221787299,0.443954049254003,62169,62864,64027,68686,70379,72984,74276,79558,203692,208629,213308,225085,230780,230583,227242,227281
"17","KS",87134,21512,201652,87059,23320,197549,89245,24628,201967,97304,27825,222547,99672,27573,228203,101530,27846,229945,102121,27476,230372,103159,28158,222876,0.716759565984964,0.735569403034184,0.0883114568221541,0.161498469986115,0.694684118964256,0.686338037356759,0.68324709600125,0.647238823381611,0.0147878523396743,0.0153531528886504,0.00736754024172266,0.019200438559046,0.0768526268278682,0.0822327078214356,0.0840249683121213,0.0803899926416483,0.0101759466804197,0.0111263534616728,0.00449083266078122,0.00573811374675911,0.022133801921973,0.0236012959620779,0.0237572274408348,0.0255343778603349,0.043094043203142,0.0456646199170839,0.00639708467224844,0.0127568558551677,0.0603629224856816,0.06555045771815,0.0710720052784193,0.0840108401084011,0.00121306946184278,0.00758940808009095,0.0141453004561728,0.0134988801669965,0.0132264337679926,0.0122175559503939,5.94156471106666e-05,0.000404408956310352,0.00115248265798434,0.00144382352301637,0.00167989165349956,0.0016690895385775,0.000915991226289443,0.0027499809029104,0.0139656358593007,0.0186174954880515,0.023132151476742,0.0323498268095264,0.10590026382084,0.074067699659325,0.0636688171830051,0.0834115939554341,0.0625977747882368,0.0532518645763117,0.0433082145399615,0.0570496599005725,0.0554222125245472,0.058790477299303,0.0517262721137612,0.0521283144684044,0.0541053360385271,0.0554654373872013,0.0565520115291789,0.0595398338089341,0.0416658401602761,0.0464593594500605,0.55518970920992,0.545673498182406,0.545093622783224,0.547117789036509,0.546147101210216,0.543674509592778,0.543262650506814,0.559294149805871,0.44481029079008,0.454326501817594,0.454906377216776,0.452882210963491,0.453852898789783,0.456325490407222,32389,34893,34612,38423,38352,40215,38348,37867,77963,77943,80778,86706,88893,89161,91249,93450
"18","KY",114049,24529,252813,115419,24927,262133,117436,25854,261532,122057,32496,282001,124854,33432,292920,128033,35019,296330,128825,35267,284851,128680,35151,262707,0.813807043150471,0.810340552315046,0.0282948166954713,0.0524288920961273,0.80613478082753,0.798673775857996,0.789704090910687,0.772857213549696,0.00293497565394185,0.00305188587472771,0.00829726381475307,0.0168226353807256,0.0997405434931039,0.0990314851685621,0.0965768068218121,0.0874967168746931,0.00592532820701467,0.00575280487386174,0.000386186011654406,0.000751770383792965,0.0124948791478902,0.0132959875814126,0.0142214701721251,0.0160635232407207,0.0115104840336533,0.0124211755101418,0.000703546793509016,0.00104609558122134,0.0182916837361737,0.0200722167853407,0.0228259686643192,0.0303151419642415,8.7943349188627e-05,0.000269502590416346,0.00309299467431381,0.00274356291971788,0.00288922980786446,0.00263030676761563,0,6.02834741720774e-05,0.000850061450225317,0.000961765599163095,0.00107073522648683,0.00118763489362674,0.000267653671443647,0.00195389378051851,0.0116653011061041,0.0149799210339824,0.017233571235488,0.0251763371360489,0.0574495773555948,0.0592981425459595,0.0490035636174541,0.0463686298984755,0.0328178342209477,0.0338473998582661,0.0352184124331668,0.0371554621688802,0.083896002183432,0.086253924534492,0.016089809277641,0.0149254789876632,0.0149119213437116,0.016393885195559,0.0202597147280508,0.0271176634044772,0.0176770973011673,0.0163733677179142,0.569865255494547,0.570654004773033,0.570066912467568,0.571305638983566,0.574061526903539,0.574031144963781,0.570734099907837,0.565850160033266,0.430134744505452,0.429345995226967,0.429933087532432,0.428694361016434,0.425938473096461,0.425968855036219,38812,38270,38635,39937,40956,44068,44159,43743,104587,107070,109819,114616,117330,118984,119933,120088
"19","LA",134939,23663,218606,131577,23231,219313,134666,26066,228740,136302,32694,239966,137155,33836,259436,138284,32953,263914,136906,31968,259152,134540,31576,255904,0.609754535557121,0.604159352158787,0.0631328145492699,0.249756215463857,0.562242711111796,0.538925559083641,0.545363338889918,0.529202357133925,0.00595592069751059,0.00682586075608833,0.0614540526361808,0.122759057533151,0.291289566598313,0.290443098888274,0.299465178736803,0.299553738902088,0.010182703128002,0.0106605627573377,0.00441112179767422,0.0122809064617487,0.0216007030635687,0.0214312238077556,0.0230714021115021,0.0236807552832312,0.025086228191358,0.0253154167787591,0.00610299903820932,0.0168607219356075,0.0306395411585131,0.033154739801602,0.0409450824226709,0.0476116043516319,0.000629535717408411,0.00275038963853213,0.00608242495258946,0.00599816606924983,0.00555658455269494,0.00602569713642616,9.180729212206e-05,0.000200028337347791,0.000520359549175905,0.000852550452041195,0.000910662468358338,0.00105508315618357,0.000323511410334878,0.00280873123692523,0.00891163909403475,0.0112233530619823,0.0152921837377292,0.0226061335500813,0.035977969497635,0.0355701668391751,0.0408935909766547,0.0449105289916071,0.0520976271604558,0.0719514690391567,0.0432603259862938,0.0406519632362136,0.27531266296442,0.27852886057826,0.0293652181516132,0.0300375886583933,0.0266154273115528,0.0260198397962973,0.0261352410940298,0.0296126672502188,0.0261566471185603,0.0267106829052541,0.598430532482294,0.5973137861197,0.595383832621533,0.596269997044492,0.598035129962339,0.595973490058772,0.599498641391362,0.60104052199368,0.401569467517706,0.4026862138803,0.404616167378467,0.403730002955508,0.401964870037661,0.404026509941228,36245,35721,38517,38871,41523,41497,41407,41825,128784,125487,127227,130125,129468,129740,127467,124291
"20","MA",217097,94989,459531,221664,99356,470622,223717,110095,486211,229916,120829,509609,238287,123189,521319,237906,124763,519896,247356,125245,526950,256798,128525,518879,0.610787955545981,0.606270000127491,0.0317578170794161,0.151149214397705,0.586895931281998,0.578584947758783,0.571361609260841,0.541640729341523,0.00366025360639435,0.00368873533323984,0.00439726785284578,0.0210043386203933,0.0760436508164866,0.0764287472879191,0.0780965936047063,0.0823987866149912,0.026194097895463,0.0268559480857248,0.00458237267359233,0.0188340472793848,0.0624550419225081,0.0627394709711173,0.0645526141000095,0.0694535720273898,0.0565250222509472,0.05956585115018,0.00275600510889305,0.0235042944688967,0.0759899408999097,0.0842091495222121,0.0876022393016415,0.100169789103047,0.000164537618441376,0.000888916796995344,0.00308256556925798,0.0027813254958684,0.00236644842964228,0.00207755565363023,6.37583271460333e-05,0.000233512359475598,0.000849767608700239,0.000842476187545201,0.000929879495208274,0.000778601562213927,0.000370209641493097,0.00357725236406735,0.0137689207567727,0.0207945435240894,0.0228864218616567,0.027258763603846,0.140293037901687,0.138633553042569,0.137473236928,0.14288012966804,0.112301680928568,0.0980676904611692,0.0900389031217383,0.0703381713270338,0.0684698094361425,0.0693911461852612,0.062643584781093,0.0644808078350265,0.0686125002157988,0.0755516487912967,0.0821652908245564,0.105884030766325,0.0590275737654261,0.0600524412373412,0.575293442558889,0.572578192300371,0.570773365252369,0.570739147829566,0.5688926843154,0.567531158516726,0.578618199860292,0.57506873881799,0.424706557441111,0.427421807699629,0.429226634747631,0.429260852170434,0.4311073156846,0.432468841483275,82398,84501,86595,88823,88701,89439,91044,92070,242164,249187,252622,261922,272775,273230,281557,293253
"21","MD",132391,57732,328625,134013,59402,335970,137249,61416,348980,140884,68265,368016,149110,71460,388333,152731,71573,392054,152104,70810,384997,160500,69080,373696,0.529488018257893,0.514135190642022,0.0131870021204654,0.016480261727751,0.489422737701921,0.482716666581644,0.48007906555116,0.449881722041445,0.00405933815138836,0.00406286275560318,0.00269069860737005,0.0126434720229555,0.286305825155215,0.290875746708362,0.281085307158238,0.270709346634698,0.0295290985165462,0.0302616305027235,0.000461344489655568,0.000801595582800748,0.0605768760316532,0.0604687109428803,0.0613719067940789,0.066982252954273,0.039467478128566,0.0403458642140667,0.00149005673677575,0.00268738315725403,0.0548704333651789,0.0570100037239768,0.0630316599869609,0.0792435562596335,6.87718493896498e-05,9.51045606712752e-05,0.00350472403838973,0.00313987358884235,0.00300521822247966,0.00320581435177256,6.87718493896498e-05,5.97800095648015e-05,0.00155794125145172,0.00179822167354497,0.0019350800136105,0.0024458383284809,0.000659063556650811,0.00077714012434242,0.015041214627652,0.0208721247583241,0.0247326602544955,0.0347608751498544,0.0624176492963104,0.0760990564633747,0.0735572239096796,0.0729343289422199,0.0495373815771516,0.0413284904630485,0.0396808286817819,0.0393474910087344,0.262006846709776,0.261535256124059,0.0411055074789386,0.0397863136385375,0.0391828662513873,0.041790161559377,0.0450782733371948,0.0534231032711081,0.0414484594903005,0.0410959311843319,0.580451601810992,0.578635168036172,0.577944702098457,0.575099348559127,0.570321327179173,0.556952710224353,0.586309623430962,0.583626514272108,0.419548398189008,0.421364831963828,0.422055297901543,0.424900651440873,0.429678672820827,0.443047289775647,71766,71742,73628,75851,82811,82763,80834,84987,122612,125998,129521,133298,137759,141541,142080,144593
"22","ME",31356,6749,66676,31388,7035,67777,33545,7158,68642,33621,8046,71122,34235,8710,73894,33135,9252,73891,29117,9632,74785,29832,9403,73049,0.854760333553302,0.849727783761453,0.0649602284315725,0.202370574505779,0.774826102254581,0.769295313366987,0.784395266430434,0.761790031348821,0.0130031795548623,0.0126001445918232,0.0011800355467498,0.00306515564804139,0.0205564727853412,0.0231151290414259,0.0282944440730093,0.0324576654026749,0.0064490971264023,0.00708204848252357,0.000553596923166574,0.00167318129411434,0.0154004384659106,0.0158341340623351,0.0168215551246908,0.020766882503525,0.0103935449037135,0.0117591513345235,0.000917805425249847,0.00254492280869492,0.0162936097653395,0.0183107550310593,0.0191883399077355,0.0248052676970253,0.00132571894758311,0.00445713000196845,0.0112864373291472,0.0104072214478083,0.0097212007755566,0.00904872072170735,2.91366801666618e-05,4.21810410280926e-05,0.000852572604000325,0.000703739291659336,0.00136390987497493,0.000958260893372941,5.82733603333236e-05,0.00118106914878659,0.00944596313638455,0.0144131220310999,0.0157518218894163,0.0206162986488521,0.0701901733757274,0.0721631231833808,0.129337723259812,0.137004021259245,0.134774135924432,0.131585714092379,0.106545430233336,0.10750318279511,0.0150578918951347,0.0162149401714446,0.0180356050231637,0.0185596580523607,0.0165642677348635,0.0163348716352465,0.0179180316908471,0.0220536899889116,0.0210570520127182,0.0208477802204288,0.591416334022901,0.590647057169371,0.589479524724606,0.59103273741051,0.592124089055292,0.590849977412422,0.599931009658648,0.598049485813772,0.408583665977099,0.409352942830629,0.410520475275394,0.40896726258949,0.407875910944708,0.409150022587578,15015,14445,13851,13710,14501,14080,11619,11490,23854,24738,27356,27957,28444,28307,27130,27745
"23","MI",301494,73967,641130,304385,75652,648813,303174,79904,660687,315416,86205,699060,319317,85665,710743,323284,84614,697979,316754,82789,675822,296852,81082,613929,0.706054934256703,0.700406742774883,0.0166281461569548,0.0661645638428747,0.670463163196824,0.668269389193658,0.665817330598885,0.663215127482168,0.00793286852900348,0.00814872698296736,0.00252313122552737,0.0116742482762567,0.132573940228747,0.141828049267958,0.136959140128614,0.122914864748204,0.014836304649603,0.0148070399329237,0.000299688051982255,0.00108717420536149,0.0285504042952234,0.0293318280349409,0.030900148263892,0.03352504931352,0.0264564128959805,0.0271264601664887,0.00041017910145046,0.00196978800102995,0.0292820330274093,0.0313247246693668,0.0334230019147054,0.0417214368436741,0.000140762569870453,0.00131462249306211,0.00684635655926263,0.00679963150753819,0.00668223289564412,0.00593716863024877,6.35701928447207e-05,7.15246187737819e-05,0.00122266416974912,0.00121780168171249,0.00129619929508066,0.00102454844126927,0.000246712891278321,0.000841129516779676,0.0124292465771735,0.017649528137666,0.0193926803211497,0.0281074847417209,0.0672422129677289,0.0706906304281819,0.0741198177049041,0.0887034017108689,0.0833057800076821,0.0659718988680175,0.0640094581117513,0.0490985113913824,0.125754527162978,0.125595510570842,0.0372369972468052,0.0352745114868538,0.0353264119379297,0.0376071486391424,0.0415198084702777,0.0544558084078126,0.0359006753700498,0.0374915422471498,0.569802342107534,0.567104397333562,0.565159276981975,0.566784960579043,0.563836335603162,0.554552725152257,0.576391683433937,0.572514730746764,0.430197657892467,0.432895602666438,0.434840723018025,0.433215039420957,0.436163664396838,0.445447274847743,117501,117312,112370,117997,118976,120805,115756,101463,266464,271469,275134,283624,286006,287093,283787,276471
"24","MN",140642,77048,374879,144370,84022,389858,148764,92096,408630,156718,106784,443935,166032,114461,466868,165535,113132,459718,163394,112107,453664,158228,114538,430124,0.73754731526706,0.729555376573009,0.0472114137483787,0.224526113057092,0.676563825321076,0.668470671150575,0.660850320942371,0.631413266871879,0.0113129836560597,0.0118222532306635,0.020294643075643,0.0356989198869204,0.116221287387441,0.122379371701782,0.126146222755167,0.133001181054766,0.0169948169942835,0.0178064833862586,0.00330372219367154,0.0161465079347202,0.03851838206945,0.0403791019712084,0.0417423467588347,0.0481093824106537,0.0189127691868576,0.0204715563102463,0.00353865354966596,0.00908691587732438,0.0332128139002887,0.0363896997724692,0.0386255025745927,0.0471259450763036,0.00155886743508798,0.00361764672756147,0.00856773220696214,0.00857047146294032,0.00826823375890527,0.00751178729854647,7.58632503731983e-05,0.000443758658362148,0.00100028273516283,0.00123771529502869,0.00130272624673767,0.00139959639545805,0.00100335266622617,0.00478448421503148,0.0228737030595372,0.0248478415028343,0.0270354271002328,0.0293403762635891,0.0973620821651786,0.0913999456212262,0.0881384137239067,0.079236825210898,0.0733504973568546,0.0656315393349836,0.0668953234111589,0.0670271828588965,0.0679339200115237,0.0776103093947027,0.0296723197024203,0.0269701645511167,0.0296914759632273,0.0320935878081781,0.0291338964519997,0.0350712817699082,0.0270513952502007,0.0278639915045991,0.587923059980912,0.591836642751754,0.598061978974785,0.599249974984664,0.599448049657897,0.60569975169951,0.583436255431753,0.583781787214832,0.412076940019088,0.408163357248246,0.401938021025215,0.400750025015335,0.400551950342103,0.39430024830049,74830,83593,85196,95725,108848,109379,109087,113826,148854,150848,160931,167777,171645,169288,166414,158940
"25","MO",181194,55102,342605,188414,57630,351158,191882,63347,361205,199083,69079,386187,205913,69418,400575,211648,69475,431562,213796,69114,433253,215023,71440,415019,0.748205659578815,0.738203315886296,0.0554449689234645,0.378088853327533,0.707400611620795,0.701757800733151,0.700378300900398,0.681197728296777,0.00624334145736344,0.00632763599291487,0.00805359837211556,0.0601314907026907,0.120344504774387,0.134249540042914,0.131315882405892,0.11924996204993,0.0115818508194568,0.0116642650886496,0.000902534571780568,0.0114788949394982,0.0232840292080135,0.0241935110134813,0.0250084823417264,0.0279625752074001,0.0278016958304753,0.0283746917342051,0.0018410597859941,0.0130972818867543,0.0305935218123947,0.0318146639416816,0.0359028096747166,0.042940202737706,0.000669979651444471,0.00341544381348932,0.00599638020345753,0.00552875369008393,0.0052486653294957,0.00491302807823256,7.19812848659349e-05,0.000914064947810258,0.00108843537414966,0.00163128356991579,0.0015510567728325,0.00155173618557223,0.000545396658407276,0.00301926268880102,0.010245272420895,0.0146328916818441,0.0192589549293369,0.0272348976793834,0.0560616453350068,0.0632251009517083,0.0648412951094254,0.0684694202549542,0.0677476128065905,0.0529263466199526,0.046434762136673,0.0426847927444286,0.109998394652734,0.109671429954607,0.0314032197782423,0.03161421798248,0.0332996317793172,0.0332652087069761,0.034901085508929,0.0522650770205701,0.0272208520015762,0.0292717238394113,0.581445439570327,0.577955757184991,0.575060850028085,0.583612551614832,0.57532204047058,0.568617340410921,0.577350009486143,0.577899407104494,0.418554560429673,0.422044242815009,0.424939149971915,0.416387448385168,0.42467795952942,0.431382659589079,91406,94583,95576,98357,97367,99163,99904,98048,152314,158490,162665,169805,177964,181960,183006,188415
